uid	similarity	catnum	ti_uid	gene	indication_mesh_id	indication_mesh_term	hcat	acat	ccat	hcatnum	acatnum	ccatnum	succ_p_1	succ_1_2	succ_2_3	succ_3_a	orphan	year_launch	arow	assoc_mesh_id	assoc_mesh_term	assoc_source	assoc_info	original_trait	original_link	assoc_year	pic_qtl_pval	pic_h4	af_gnomad_nfe	l2g_share	l2g_rank	tia	cat	assoc_share	assoc_rank	source_name	gwas_source	min_assoc_year	abs_beta	abs_or	highest_phase_with_known_outcome	areas	genetic_insight	target_status	launched
TYK2-D015535	0.899	4	TYK2-D015535	TYK2	D015535	Arthritis, Psoriatic	Phase III	Phase III	Phase III	4	5	4	TRUE	TRUE	TRUE	FALSE	FALSE		535809	D011565	Psoriasis	OTG		Psoriasis	https://genetics.opentargets.org/study/GCST004346	2017			0.0426014784074698	0.5	1	TYK2-D015535-D011565	Phase III	0.5	1	GWAS	GWAS Catalog	2017			3	musculoskeletal, dermatology	both	genetically supported target	FALSE
TYR-D008545	1	2	TYR-D008545	TYR	D008545	Melanoma	Phase I		Phase I	3	4	3	TRUE	TRUE	FALSE		FALSE		536038	D008545	Melanoma	OTG		Melanoma	https://genetics.opentargets.org/study/GCST000437	2009			0.260609216349909	0.85	1	TYR-D008545-D008545	Phase I	0.85	1	GWAS	GWAS Catalog	2009		1.29	2	oncology	both	genetically supported target	FALSE
VEGFA-D003924	1	2	VEGFA-D003924	VEGFA	D003924	Diabetes Mellitus, Type 2	Phase I	Phase I	Phase I	2	3	2	TRUE	FALSE			FALSE		546488	D003924	Diabetes Mellitus, Type 2	OTG		Type 2 diabetes	https://genetics.opentargets.org/study/GCST006867	2018			0.708950376721226	0.59	1	VEGFA-D003924-D003924	Phase I	0.59	1	GWAS	GWAS Catalog	2018		1.0561180829416046	1	metabolic, endocrine	both	genetically supported target	FALSE
VEGFA-D008268	1	2	VEGFA-D008268	VEGFA	D008268	Macular Degeneration	Phase I	Preclinical	Phase I	2	2	2	TRUE	FALSE			FALSE		546620	D008268	Macular Degeneration	OTG		Age-related macular degeneration	https://genetics.opentargets.org/study/GCST001100	2011			0.483123458392834	0.54	1	VEGFA-D008268-D008268	Phase I	0.54	1	GWAS	GWAS Catalog	2011		1.1500000000000006	1	ophthalmology	both	genetically supported target	FALSE
VEGFA-D008269	0.816	5	VEGFA-D008269	VEGFA	D008269	Macular Edema	Launched	Launched	Launched	5	6	5	TRUE	TRUE	TRUE	TRUE	FALSE		546620	D008268	Macular Degeneration	OTG		Age-related macular degeneration	https://genetics.opentargets.org/study/GCST001100	2011			0.483123458392834	0.54	1	VEGFA-D008269-D008268	Launched	0.54	1	GWAS	GWAS Catalog	2011		1.1500000000000006	3	ophthalmology	both	genetically supported target	TRUE
VEGFA-D009216	0.936	5	VEGFA-D009216	VEGFA	D009216	Myopia	Launched	Launched	Launched	5	6	5	TRUE	TRUE	TRUE	TRUE	FALSE	2022	546662	D012030	Refractive Errors	OTG		Refractive error	https://genetics.opentargets.org/study/GCST010002	2020			0.483123458392834	0.55	1	VEGFA-D009216-D012030	Launched	0.55	1	GWAS	GWAS Catalog	2020			3	ophthalmology	both	genetically supported target	TRUE
VEGFA-D011471	1	4	VEGFA-D011471	VEGFA	D011471	Prostatic Neoplasms	Phase III		Phase III	4	4	4	TRUE	TRUE	TRUE	FALSE	FALSE		546661	D011471	Prostatic Neoplasms	OTG		Prostate cancer	https://genetics.opentargets.org/study/GCST011049	2021			0.501558643979738	0.7	1	VEGFA-D011471-D011471	Phase III	0.7	1	GWAS	GWAS Catalog	2021		1.039	3	oncology	both	genetically supported target	FALSE
VWF-D006467	1	3	VWF-D006467	VWF	D006467	Hemophilia A	Phase II	Phase II	Phase II	5	6	5	TRUE	TRUE	TRUE	TRUE	TRUE		550524	D006467	Hemophilia A	OTG		Factor VIII levels	https://genetics.opentargets.org/study/GCST000626	2010			0.36495970886405	0.71	1	VWF-D006467-D006467	Phase II	0.71	1	GWAS	GWAS Catalog	2010			3	hematology, congenital	both	genetically supported target	FALSE
VWF-D013927	0.858	3	VWF-D013927	VWF	D013927	Thrombosis	Phase II	Phase I	Phase II	3	3	3	TRUE	TRUE	FALSE		TRUE		550536	D020246	Venous Thrombosis	OTG		Deep venous thrombosis	https://genetics.opentargets.org/study/GCST90038615	2021			0.364293152824785	0.7	1	VWF-D013927-D020246	Phase II	0.7	1	GWAS	GWAS Catalog	2021		1.0016128692768	2	cardiovascular	both	genetically supported target	FALSE
VWF-D020246	1	3	VWF-D020246	VWF	D020246	Venous Thrombosis	Phase II		Phase II	3		3	TRUE	TRUE	FALSE		TRUE		550536	D020246	Venous Thrombosis	OTG		Deep venous thrombosis	https://genetics.opentargets.org/study/GCST90038615	2021			0.364293152824785	0.7	1	VWF-D020246-D020246	Phase II	0.7	1	GWAS	GWAS Catalog	2021		1.0016128692768	2	cardiovascular	both	genetically supported target	FALSE
WT1-D010051	0.839	3	WT1-D010051	WT1	D010051	Ovarian Neoplasms	Phase II	Phase II	Phase II	3	4	3	TRUE	TRUE	FALSE		TRUE		555483	D016889	Endometrial Neoplasms	OTG		Endometrial cancer	https://genetics.opentargets.org/study/GCST006464	2018			0.358490566037736	0.85	1	WT1-D010051-D016889	Phase II	0.85	1	GWAS	GWAS Catalog	2018		1.09330749409612	2	oncology	gwas	genetically supported target	FALSE
