ti_uid	gene	indication_mesh_id	indication_mesh_term	hcat	acat	ccat	hcatnum	acatnum	ccatnum	succ_p_1	succ_1_2	succ_2_3	succ_3_a	oto_hcat	oto_acat	oto_ccat	orphan	year_launch
DNMT3B-D011565	DNMT3B	D011565	Psoriasis	Phase II		Phase II	3		3	TRUE	TRUE	FALSE					FALSE	
DNMT3B-D015209	DNMT3B	D015209	Cholangitis, Sclerosing	Preclinical		Preclinical	1		1	FALSE							FALSE	
DNMT3B-D058186	DNMT3B	D058186	Acute Kidney Injury		Phase II	Phase II		4	3	TRUE	TRUE						FALSE	
DNMT3B-D065626	DNMT3B	D065626	Non-alcoholic Fatty Liver Disease		Phase II	Phase II		4	3	TRUE	TRUE						FALSE	
DOK7-D020294	DOK7	D020294	Myasthenic Syndromes, Congenital		Preclinical	Preclinical		2	1						Preclinical	Preclinical	TRUE	
DOT1L-D007249	DOT1L	D007249	Inflammation	Preclinical		Preclinical	1		1	FALSE				Preclinical		Preclinical	TRUE	
DOT1L-D009190	DOT1L	D009190	Myelodysplastic Syndromes	Phase I		Phase I	2		2	TRUE	FALSE			Phase I		Phase I	TRUE	
DOT1L-D009369	DOT1L	D009369	Neoplasms	Preclinical		Preclinical	1		1	FALSE				Preclinical		Preclinical	FALSE	
DOT1L-D015464	DOT1L	D015464	Leukemia, Myelogenous, Chronic, BCR-ABL Positive	Phase I		Phase I	2		2	TRUE	FALSE			Phase I		Phase I	TRUE	
DOT1L-D015470	DOT1L	D015470	Leukemia, Myeloid, Acute	Phase I		Phase I	2		2	TRUE	FALSE			Phase I		Phase I	TRUE	
DOT1L-D054198	DOT1L	D054198	Precursor Cell Lymphoblastic Leukemia-Lymphoma	Phase I		Phase I	2		2	TRUE	FALSE			Phase I		Phase I	TRUE	
DPAGT1-D010190	DPAGT1	D010190	Pancreatic Neoplasms		Preclinical	Preclinical		2	1						Preclinical	Preclinical	TRUE	
DPEP1-D000086382	DPEP1	D000086382	COVID-19		Phase II	Phase II		4	3	TRUE	TRUE				Phase II	Phase II	FALSE	
DPEP1-D009369	DPEP1	D009369	Neoplasms	Preclinical		Preclinical	1		1	FALSE				Preclinical		Preclinical	FALSE	
DPEP1-D011014	DPEP1	D011014	Pneumonia		Phase II	Phase II		4	3	TRUE	TRUE				Phase II	Phase II	FALSE	
DPEP1-D012128	DPEP1	D012128	Respiratory Distress Syndrome		Phase II	Phase II		4	3	TRUE	TRUE				Phase II	Phase II	FALSE	
DPEP1-D018805	DPEP1	D018805	Sepsis	Preclinical		Preclinical	1		1	FALSE				Preclinical		Preclinical	FALSE	
DPEP1-D058186	DPEP1	D058186	Acute Kidney Injury		Phase II	Phase II		4	3	TRUE	TRUE				Phase II	Phase II	FALSE	
DPEP3-D005185	DPEP3	D005185	Fallopian Tube Neoplasms	Preclinical		Preclinical	1		1	FALSE				Preclinical		Preclinical	TRUE	
DPEP3-D010051	DPEP3	D010051	Ovarian Neoplasms	Preclinical		Preclinical	1		1	FALSE				Preclinical		Preclinical	TRUE	
DPEP3-D010534	DPEP3	D010534	Peritoneal Neoplasms	Preclinical		Preclinical	1		1	FALSE				Preclinical		Preclinical	TRUE	
DPP3-D002318	DPP3	D002318	Cardiovascular Diseases		Preclinical	Preclinical		2	1						Preclinical	Preclinical	FALSE	
DPP4-D000152	DPP4	D000152	Acne Vulgaris	Phase II		Phase II	3		3	TRUE	TRUE	FALSE					FALSE	
DPP4-D000741	DPP4	D000741	Anemia, Aplastic	Preclinical		Preclinical	1		1	FALSE				Preclinical		Preclinical	TRUE	
DPP4-D001008	DPP4	D001008	Anxiety Disorders	Preclinical		Preclinical	1		1	FALSE				Preclinical		Preclinical	FALSE	
DPP4-D001024	DPP4	D001024	Aortic Valve Stenosis		Phase III	Phase III		5	4	TRUE	TRUE	TRUE			Phase III	Phase III	FALSE	
DPP4-D001172	DPP4	D001172	Arthritis, Rheumatoid	Phase II		Phase II	3		3	TRUE	TRUE	FALSE					FALSE	
DPP4-D001778	DPP4	D001778	Blood Coagulation Disorders	Preclinical		Preclinical	1		1	FALSE				Preclinical		Preclinical	FALSE	
DPP4-D003863	DPP4	D003863	Depression	Preclinical		Preclinical	1		1	FALSE				Preclinical		Preclinical	FALSE	
DPP4-D003882	DPP4	D003882	Dermatomyositis		Preclinical	Preclinical		2	1						Preclinical	Preclinical	TRUE	
DPP4-D003920	DPP4	D003920	Diabetes Mellitus		Phase I	Phase I		3	2	TRUE					Phase I	Phase I	FALSE	
DPP4-D003924	DPP4	D003924	Diabetes Mellitus, Type 2	Launched	Launched	Launched	5	6	5	TRUE	TRUE	TRUE	TRUE	Launched	Launched	Launched	FALSE	2020
DPP4-D005235	DPP4	D005235	Fatty Liver, Alcoholic	Preclinical		Preclinical	1		1	FALSE				Preclinical		Preclinical	FALSE	
DPP4-D006086	DPP4	D006086	Graft vs Host Disease		Phase II	Phase II		4	3	TRUE	TRUE				Phase II	Phase II	TRUE	
DPP4-D006937	DPP4	D006937	Hypercholesterolemia	Preclinical		Preclinical	1		1	FALSE				Preclinical		Preclinical	FALSE	
DPP4-D006973	DPP4	D006973	Hypertension	Phase I		Phase I	2		2	TRUE	FALSE			Phase I		Phase I	FALSE	
DPP4-D007154	DPP4	D007154	Immune System Diseases	Preclinical		Preclinical	1		1	FALSE							FALSE	
DPP4-D007249	DPP4	D007249	Inflammation	Preclinical		Preclinical	1		1	FALSE							FALSE	
DPP4-D007680	DPP4	D007680	Kidney Neoplasms	Preclinical		Preclinical	1		1	FALSE				Preclinical		Preclinical	FALSE	
DPP4-D007938	DPP4	D007938	Leukemia	Preclinical		Preclinical	1		1	FALSE				Preclinical		Preclinical	FALSE	
DPP4-D008103	DPP4	D008103	Liver Cirrhosis	Preclinical		Preclinical	1		1	FALSE				Preclinical		Preclinical	FALSE	
DPP4-D008113	DPP4	D008113	Liver Neoplasms	Preclinical		Preclinical	1		1	FALSE				Preclinical		Preclinical	FALSE	
DPP4-D008545	DPP4	D008545	Melanoma		Phase I	Phase I		3	2	TRUE							FALSE	
DPP4-D008654	DPP4	D008654	Mesothelioma	Phase II		Phase II	3		3	TRUE	TRUE	FALSE		Phase II		Phase II	FALSE	
DPP4-D008659	DPP4	D008659	Metabolic Diseases	Preclinical		Preclinical	1		1	FALSE							FALSE	
DPP4-D009203	DPP4	D009203	Myocardial Infarction		Phase II	Phase II		4	3	TRUE	TRUE			Preclinical		Preclinical	FALSE	
DPP4-D009220	DPP4	D009220	Myositis		Preclinical	Preclinical		2	1						Preclinical	Preclinical	TRUE	
DPP4-D009422	DPP4	D009422	Nervous System Diseases	Preclinical		Preclinical	1		1	FALSE				Preclinical		Preclinical	FALSE	
DPP4-D009765	DPP4	D009765	Obesity	Phase I		Phase I	2		2	TRUE	FALSE			Phase I		Phase I	FALSE	
DPP4-D010190	DPP4	D010190	Pancreatic Neoplasms	Phase II		Phase II	3		3	TRUE	TRUE	FALSE					FALSE	
DPP4-D011471	DPP4	D011471	Prostatic Neoplasms		Phase II	Phase II		4	3	TRUE	TRUE						FALSE	
DPP4-D011565	DPP4	D011565	Psoriasis	Phase II		Phase II	3		3	TRUE	TRUE	FALSE					FALSE	
DPP4-D012509	DPP4	D012509	Sarcoma		Preclinical	Preclinical		2	1								FALSE	
DPP4-D015179	DPP4	D015179	Colorectal Neoplasms	Preclinical		Preclinical	1		1	FALSE				Preclinical		Preclinical	FALSE	
DPP4-D015427	DPP4	D015427	Reperfusion Injury	Preclinical		Preclinical	1		1	FALSE				Preclinical		Preclinical	FALSE	
DPP4-D015470	DPP4	D015470	Leukemia, Myeloid, Acute		Preclinical	Preclinical		2	1								FALSE	
DPP4-D016399	DPP4	D016399	Lymphoma, T-Cell	Preclinical		Preclinical	1		1	FALSE				Preclinical		Preclinical	FALSE	
DPP4-D018352	DPP4	D018352	Coronavirus Infections	Preclinical		Preclinical	1		1	FALSE				Preclinical		Preclinical	FALSE	
DPP4-D045169	DPP4	D045169	Severe Acute Respiratory Syndrome	Preclinical		Preclinical	1		1	FALSE				Preclinical		Preclinical	FALSE	
DPP4-D065626	DPP4	D065626	Non-alcoholic Fatty Liver Disease	Phase I		Phase I	2		2	TRUE	FALSE			Phase I		Phase I	FALSE	
DPP8-D003920	DPP8	D003920	Diabetes Mellitus	Preclinical		Preclinical	1		1	FALSE							FALSE	
DPP8-D007249	DPP8	D007249	Inflammation	Preclinical		Preclinical	1		1	FALSE							FALSE	
DPP8-D008545	DPP8	D008545	Melanoma		Phase I	Phase I		3	2	TRUE							FALSE	
DPP8-D010190	DPP8	D010190	Pancreatic Neoplasms	Phase II		Phase II	3		3	TRUE	TRUE	FALSE					FALSE	
DPP8-D011471	DPP8	D011471	Prostatic Neoplasms		Phase II	Phase II		4	3	TRUE	TRUE						FALSE	
DPP8-D012509	DPP8	D012509	Sarcoma		Preclinical	Preclinical		2	1								FALSE	
DPP8-D015470	DPP8	D015470	Leukemia, Myeloid, Acute		Preclinical	Preclinical		2	1								FALSE	
DPP9-D003920	DPP9	D003920	Diabetes Mellitus	Preclinical		Preclinical	1		1	FALSE							FALSE	
DPP9-D007249	DPP9	D007249	Inflammation	Preclinical		Preclinical	1		1	FALSE							FALSE	
DPP9-D008545	DPP9	D008545	Melanoma		Phase I	Phase I		3	2	TRUE							FALSE	
DPP9-D010190	DPP9	D010190	Pancreatic Neoplasms	Phase II		Phase II	3		3	TRUE	TRUE	FALSE					FALSE	
DPP9-D011471	DPP9	D011471	Prostatic Neoplasms		Phase II	Phase II		4	3	TRUE	TRUE						FALSE	
DPP9-D012509	DPP9	D012509	Sarcoma		Preclinical	Preclinical		2	1								FALSE	
DPP9-D015470	DPP9	D015470	Leukemia, Myeloid, Acute		Preclinical	Preclinical		2	1								FALSE	
DPYD-D002289	DPYD	D002289	Carcinoma, Non-Small-Cell Lung		Phase II	Phase II		4	3	TRUE	TRUE						FALSE	
DPYD-D003876	DPYD	D003876	Dermatitis, Atopic	Phase I		Phase I	2		2	TRUE	FALSE			Phase I		Phase I	FALSE	
DPYD-D003877	DPYD	D003877	Dermatitis, Contact	Phase I		Phase I	2		2	TRUE	FALSE			Phase I		Phase I	FALSE	
DPYD-D009369	DPYD	D009369	Neoplasms		Phase I	Phase I		3	2	TRUE				Preclinical		Preclinical	FALSE	
DPYD-D011183	DPYD	D011183	Postoperative Complications	Phase I		Phase I	2		2	TRUE	FALSE			Phase I		Phase I	FALSE	
DPYSL2-D000544	DPYSL2	D000544	Alzheimer Disease		Phase II	Phase II		4	3	TRUE	TRUE						FALSE	
DPYSL2-D002545	DPYSL2	D002545	Brain Ischemia		Phase II	Phase II		4	3	TRUE	TRUE						FALSE	
DPYSL2-D003929	DPYSL2	D003929	Diabetic Neuropathies	Phase III		Phase III	4		4	TRUE	TRUE	TRUE	FALSE				FALSE	
DPYSL2-D004828	DPYSL2	D004828	Epilepsies, Partial	Launched	Launched	Launched	5	6	5	TRUE	TRUE	TRUE	TRUE		Launched	Launched	FALSE	2019
DPYSL2-D004829	DPYSL2	D004829	Epilepsy, Generalized	Launched	Launched	Launched	5	6	5	TRUE	TRUE	TRUE	TRUE		Launched	Launched	FALSE	2019
DPYSL2-D004830	DPYSL2	D004830	Epilepsy, Tonic-Clonic	Launched	Launched	Launched	5	6	5	TRUE	TRUE	TRUE	TRUE		Launched	Launched	FALSE	
DPYSL2-D005356	DPYSL2	D005356	Fibromyalgia	Phase II		Phase II	3		3	TRUE	TRUE	FALSE					FALSE	
DPYSL2-D008881	DPYSL2	D008881	Migraine Disorders	Phase II		Phase II	3		3	TRUE	TRUE	FALSE					FALSE	
DPYSL2-D009437	DPYSL2	D009437	Neuralgia	Phase III		Phase III	4		4	TRUE	TRUE	TRUE	FALSE				FALSE	
DPYSL2-D010003	DPYSL2	D010003	Osteoarthritis	Phase II		Phase II	3		3	TRUE	TRUE	FALSE					FALSE	
DPYSL2-D020521	DPYSL2	D020521	Stroke		Phase II	Phase II		4	3	TRUE	TRUE						FALSE	
DRD1-D000070642	DRD1	D000070642	Brain Injuries, Traumatic	Phase II		Phase II	3		3	TRUE	TRUE	FALSE					FALSE	
DRD1-D000437	DRD1	D000437	Alcoholism	Phase II		Phase II	3		3	TRUE	TRUE	FALSE					FALSE	
DRD1-D000544	DRD1	D000544	Alzheimer Disease		Phase II	Phase II		4	3	TRUE	TRUE				Phase II	Phase II	FALSE	
DRD1-D000690	DRD1	D000690	Amyotrophic Lateral Sclerosis	Phase II		Phase II	3		3	TRUE	TRUE	FALSE					FALSE	
DRD1-D001008	DRD1	D001008	Anxiety Disorders	Launched	Launched	Launched	5	6	5	TRUE	TRUE	TRUE	TRUE		Launched	Launched	FALSE	
DRD1-D001289	DRD1	D001289	Attention Deficit Disorder with Hyperactivity	Phase I		Phase I	2		2	TRUE	FALSE			Phase I		Phase I	FALSE	
DRD1-D001714	DRD1	D001714	Bipolar Disorder	Launched	Launched	Launched	5	6	5	TRUE	TRUE	TRUE	TRUE		Launched	Launched	FALSE	
DRD1-D002100	DRD1	D002100	Cachexia	Preclinical		Preclinical	1		1	FALSE							FALSE	
DRD1-D002318	DRD1	D002318	Cardiovascular Diseases	Preclinical		Preclinical	1		1	FALSE				Preclinical		Preclinical	FALSE	
DRD1-D003072	DRD1	D003072	Cognition Disorders	Phase II		Phase II	3		3	TRUE	TRUE	FALSE		Phase II		Phase II	FALSE	
DRD1-D003704	DRD1	D003704	Dementia		Phase II	Phase II		4	3	TRUE	TRUE				Phase II	Phase II	FALSE	
DRD1-D003863	DRD1	D003863	Depression	Launched	Launched	Launched	5	6	5	TRUE	TRUE	TRUE	TRUE		Launched	Launched	FALSE	
DRD1-D003865	DRD1	D003865	Depressive Disorder, Major	Launched	Launched	Launched	5	6	5	TRUE	TRUE	TRUE	TRUE		Launched	Launched	FALSE	
DRD1-D006333	DRD1	D006333	Heart Failure		Phase II	Phase II		4	3	TRUE	TRUE				Phase II	Phase II	FALSE	
DRD1-D007172	DRD1	D007172	Erectile Dysfunction	Preclinical		Preclinical	1		1	FALSE							FALSE	
DRD1-D008881	DRD1	D008881	Migraine Disorders	Phase II		Phase II	3		3	TRUE	TRUE	FALSE					FALSE	
DRD1-D009181	DRD1	D009181	Mycoses	Phase I		Phase I	2		2	TRUE	FALSE			Phase I		Phase I	FALSE	
DRD1-D009325	DRD1	D009325	Nausea		Phase I	Phase I		3	2	TRUE							FALSE	
DRD1-D009422	DRD1	D009422	Nervous System Diseases	Preclinical		Preclinical	1		1	FALSE				Preclinical		Preclinical	FALSE	
DRD1-D010300	DRD1	D010300	Parkinson Disease	Launched	Launched	Launched	5	6	5	TRUE	TRUE	TRUE	TRUE		Launched	Launched	FALSE	2020
DRD1-D010698	DRD1	D010698	Phobic Disorders	Preclinical		Preclinical	1		1	FALSE							FALSE	
DRD1-D011595	DRD1	D011595	Psychomotor Agitation		Phase II	Phase II		4	3	TRUE	TRUE						FALSE	
DRD1-D011618	DRD1	D011618	Psychotic Disorders	Preclinical		Preclinical	1		1	FALSE							FALSE	
DRD1-D012559	DRD1	D012559	Schizophrenia	Launched	Launched	Launched	5	6	5	TRUE	TRUE	TRUE	TRUE	Phase II	Launched	Launched	FALSE	2007
DRD1-D014839	DRD1	D014839	Vomiting		Phase I	Phase I		3	2	TRUE							FALSE	
DRD1-D019966	DRD1	D019966	Substance-Related Disorders		Phase I	Phase I		3	2	TRUE							FALSE	
DRD1-D020820	DRD1	D020820	Dyskinesias		Phase I	Phase I		3	2	TRUE							FALSE	
DRD1-D059226	DRD1	D059226	Nociceptive Pain		Preclinical	Preclinical		2	1								FALSE	
DRD2-D000070642	DRD2	D000070642	Brain Injuries, Traumatic	Phase II		Phase II	3		3	TRUE	TRUE	FALSE					FALSE	
DRD2-D000172	DRD2	D000172	Acromegaly	Phase I		Phase I	2		2	TRUE	FALSE						FALSE	
DRD2-D000310	DRD2	D000310	Adrenal Gland Neoplasms		Phase II	Phase II		4	3	TRUE	TRUE						FALSE	
DRD2-D000437	DRD2	D000437	Alcoholism	Phase II		Phase II	3		3	TRUE	TRUE	FALSE					FALSE	
DRD2-D000544	DRD2	D000544	Alzheimer Disease		Phase III	Phase III		5	4	TRUE	TRUE	TRUE					FALSE	
DRD2-D000690	DRD2	D000690	Amyotrophic Lateral Sclerosis	Phase II		Phase II	3		3	TRUE	TRUE	FALSE					FALSE	
DRD2-D001008	DRD2	D001008	Anxiety Disorders	Launched	Launched	Launched	5	6	5	TRUE	TRUE	TRUE	TRUE		Launched	Launched	FALSE	
DRD2-D001172	DRD2	D001172	Arthritis, Rheumatoid	Preclinical		Preclinical	1		1	FALSE				Preclinical		Preclinical	FALSE	
DRD2-D001289	DRD2	D001289	Attention Deficit Disorder with Hyperactivity		Phase I	Phase I		3	2	TRUE				Phase III		Phase III	FALSE	
DRD2-D001321	DRD2	D001321	Autistic Disorder		Phase III	Phase III		5	4	TRUE	TRUE	TRUE					FALSE	
DRD2-D001714	DRD2	D001714	Bipolar Disorder	Launched	Launched	Launched	5	6	5	TRUE	TRUE	TRUE	TRUE	Phase II	Launched	Launched	FALSE	
DRD2-D001883	DRD2	D001883	Borderline Personality Disorder	Phase III		Phase III	4		4	TRUE	TRUE	TRUE	FALSE				FALSE	
DRD2-D001932	DRD2	D001932	Brain Neoplasms		Phase III	Phase III		5	4	TRUE	TRUE	TRUE					FALSE	
DRD2-D001943	DRD2	D001943	Breast Neoplasms	Phase II		Phase II	3		3	TRUE	TRUE	FALSE					FALSE	
DRD2-D002100	DRD2	D002100	Cachexia	Preclinical		Preclinical	1		1	FALSE							FALSE	
DRD2-D002289	DRD2	D002289	Carcinoma, Non-Small-Cell Lung	Phase II		Phase II	3		3	TRUE	TRUE	FALSE					FALSE	
DRD2-D003072	DRD2	D003072	Cognition Disorders	Preclinical		Preclinical	1		1	FALSE							FALSE	
DRD2-D003863	DRD2	D003863	Depression	Launched	Launched	Launched	5	6	5	TRUE	TRUE	TRUE	TRUE		Launched	Launched	FALSE	
DRD2-D003865	DRD2	D003865	Depressive Disorder, Major	Launched	Launched	Launched	5	6	5	TRUE	TRUE	TRUE	TRUE		Launched	Launched	FALSE	
DRD2-D003920	DRD2	D003920	Diabetes Mellitus	Phase II		Phase II	3		3	TRUE	TRUE	FALSE					FALSE	
DRD2-D004409	DRD2	D004409	Dyskinesia, Drug-Induced		Phase III	Phase III		5	4	TRUE	TRUE	TRUE					FALSE	
DRD2-D004415	DRD2	D004415	Dyspepsia	Preclinical		Preclinical	1		1	FALSE							FALSE	
DRD2-D004700	DRD2	D004700	Endocrine System Diseases	Phase I		Phase I	2		2	TRUE	FALSE						FALSE	
DRD2-D005355	DRD2	D005355	Fibrosis	Phase II		Phase II	3		3	TRUE	TRUE	FALSE					FALSE	
DRD2-D005756	DRD2	D005756	Gastritis	Phase I		Phase I	2		2	TRUE	FALSE						FALSE	
DRD2-D005764	DRD2	D005764	Gastroesophageal Reflux	Launched	Launched	Launched	5	6	5	TRUE	TRUE	TRUE	TRUE		Launched	Launched	FALSE	2009
DRD2-D005879	DRD2	D005879	Tourette Syndrome	Phase III		Phase III	4		4	TRUE	TRUE	TRUE	FALSE				FALSE	
DRD2-D005909	DRD2	D005909	Glioblastoma		Phase III	Phase III		5	4	TRUE	TRUE	TRUE					FALSE	
DRD2-D006976	DRD2	D006976	Hypertension, Pulmonary		Phase I	Phase I		3	2	TRUE							FALSE	
DRD2-D007172	DRD2	D007172	Erectile Dysfunction		Preclinical	Preclinical		2	1						Preclinical	Preclinical	TRUE	
DRD2-D007319	DRD2	D007319	Sleep Initiation and Maintenance Disorders		Phase II	Phase II		4	3	TRUE	TRUE						FALSE	
DRD2-D008228	DRD2	D008228	Lymphoma, Non-Hodgkin	Phase II		Phase II	3		3	TRUE	TRUE	FALSE					FALSE	
DRD2-D008527	DRD2	D008527	Medulloblastoma		Phase III	Phase III		5	4	TRUE	TRUE	TRUE					FALSE	
DRD2-D008593	DRD2	D008593	Menopause	Phase II		Phase II	3		3	TRUE	TRUE	FALSE					FALSE	
DRD2-D008881	DRD2	D008881	Migraine Disorders	Phase II		Phase II	3		3	TRUE	TRUE	FALSE		Phase II		Phase II	FALSE	
DRD2-D009101	DRD2	D009101	Multiple Myeloma		Phase II	Phase II		4	3	TRUE	TRUE						FALSE	
DRD2-D009190	DRD2	D009190	Myelodysplastic Syndromes		Phase II	Phase II		4	3	TRUE	TRUE						FALSE	
DRD2-D009325	DRD2	D009325	Nausea	Launched	Launched	Launched	5	6	5	TRUE	TRUE	TRUE	TRUE	Launched	Launched	Launched	FALSE	
DRD2-D009369	DRD2	D009369	Neoplasms		Preclinical	Preclinical		2	1								FALSE	
DRD2-D009422	DRD2	D009422	Nervous System Diseases	Preclinical		Preclinical	1		1	FALSE				Preclinical		Preclinical	FALSE	
DRD2-D010051	DRD2	D010051	Ovarian Neoplasms	Phase II		Phase II	3		3	TRUE	TRUE	FALSE					FALSE	
DRD2-D010190	DRD2	D010190	Pancreatic Neoplasms	Preclinical		Preclinical	1		1	FALSE							FALSE	
DRD2-D010243	DRD2	D010243	Paralysis	Preclinical		Preclinical	1		1	FALSE				Preclinical		Preclinical	FALSE	
DRD2-D010300	DRD2	D010300	Parkinson Disease	Launched	Launched	Launched	5	6	5	TRUE	TRUE	TRUE	TRUE	Launched	Launched	Launched	TRUE	
DRD2-D010698	DRD2	D010698	Phobic Disorders	Preclinical		Preclinical	1		1	FALSE							FALSE	
DRD2-D011471	DRD2	D011471	Prostatic Neoplasms	Phase II		Phase II	3		3	TRUE	TRUE	FALSE					FALSE	
DRD2-D011595	DRD2	D011595	Psychomotor Agitation	Launched	Launched	Launched	5	6	5	TRUE	TRUE	TRUE	TRUE	Launched	Launched	Launched	FALSE	2017
DRD2-D011618	DRD2	D011618	Psychotic Disorders	Launched	Launched	Launched	5	6	5	TRUE	TRUE	TRUE	TRUE	Preclinical	Launched	Launched	FALSE	2010
DRD2-D012148	DRD2	D012148	Restless Legs Syndrome	Launched	Launched	Launched	5	6	5	TRUE	TRUE	TRUE	TRUE	Launched	Launched	Launched	FALSE	
DRD2-D012509	DRD2	D012509	Sarcoma		Preclinical	Preclinical		2	1								FALSE	
DRD2-D012559	DRD2	D012559	Schizophrenia	Launched	Launched	Launched	5	6	5	TRUE	TRUE	TRUE	TRUE	Launched	Launched	Launched	FALSE	2020
DRD2-D012735	DRD2	D012735	Sexual Dysfunction, Physiological		Preclinical	Preclinical		2	1						Preclinical	Preclinical	TRUE	
DRD2-D013313	DRD2	D013313	Stress Disorders, Post-Traumatic		Phase III	Phase III		5	4	TRUE	TRUE	TRUE					FALSE	
DRD2-D014839	DRD2	D014839	Vomiting	Launched	Launched	Launched	5	6	5	TRUE	TRUE	TRUE	TRUE	Launched	Launched	Launched	FALSE	
DRD2-D015179	DRD2	D015179	Colorectal Neoplasms		Phase II	Phase II		4	3	TRUE	TRUE						FALSE	
DRD2-D015470	DRD2	D015470	Leukemia, Myeloid, Acute		Phase II	Phase II		4	3	TRUE	TRUE						FALSE	
DRD2-D016543	DRD2	D016543	Central Nervous System Neoplasms		Phase I	Phase I		3	2	TRUE							FALSE	
DRD2-D016889	DRD2	D016889	Endometrial Neoplasms		Phase II	Phase II		4	3	TRUE	TRUE						FALSE	
DRD2-D018278	DRD2	D018278	Carcinoma, Neuroendocrine		Phase II	Phase II		4	3	TRUE	TRUE						FALSE	
DRD2-D018589	DRD2	D018589	Gastroparesis	Launched	Launched	Launched	5	6	5	TRUE	TRUE	TRUE	TRUE		Launched	Launched	FALSE	2009
DRD2-D019955	DRD2	D019955	Conduct Disorder	Phase III		Phase III	4		4	TRUE	TRUE	TRUE	FALSE	Phase III		Phase III	FALSE	
DRD2-D020018	DRD2	D020018	Sexual Dysfunctions, Psychological		Preclinical	Preclinical		2	1						Preclinical	Preclinical	TRUE	
DRD2-D020250	DRD2	D020250	Postoperative Nausea and Vomiting	Launched	Launched	Launched	5	6	5	TRUE	TRUE	TRUE	TRUE		Launched	Launched	FALSE	
DRD2-D020522	DRD2	D020522	Lymphoma, Mantle-Cell	Preclinical		Preclinical	1		1	FALSE							FALSE	
DRD2-D020820	DRD2	D020820	Dyskinesias		Phase I	Phase I		3	2	TRUE							FALSE	
DRD2-D047748	DRD2	D047748	Pituitary ACTH Hypersecretion	Phase I		Phase I	2		2	TRUE	FALSE						FALSE	
DRD2-D054198	DRD2	D054198	Precursor Cell Lymphoblastic Leukemia-Lymphoma		Phase II	Phase II		4	3	TRUE	TRUE						FALSE	
DRD2-D054990	DRD2	D054990	Idiopathic Pulmonary Fibrosis		Phase I	Phase I		3	2	TRUE							FALSE	
DRD2-D055752	DRD2	D055752	Small Cell Lung Carcinoma		Preclinical	Preclinical		2	1								FALSE	
DRD2-D059226	DRD2	D059226	Nociceptive Pain	Preclinical		Preclinical	1		1	FALSE				Preclinical		Preclinical	FALSE	
DRD3-D000437	DRD3	D000437	Alcoholism	Phase II		Phase II	3		3	TRUE	TRUE	FALSE		Phase II		Phase II	FALSE	
DRD3-D000544	DRD3	D000544	Alzheimer Disease		Phase III	Phase III		5	4	TRUE	TRUE	TRUE					FALSE	
DRD3-D001008	DRD3	D001008	Anxiety Disorders	Phase III		Phase III	4		4	TRUE	TRUE	TRUE	FALSE				FALSE	
DRD3-D001289	DRD3	D001289	Attention Deficit Disorder with Hyperactivity		Phase I	Phase I		3	2	TRUE					Preclinical	Preclinical	FALSE	
DRD3-D001321	DRD3	D001321	Autistic Disorder		Phase III	Phase III		5	4	TRUE	TRUE	TRUE					FALSE	
DRD3-D001714	DRD3	D001714	Bipolar Disorder	Launched	Launched	Launched	5	6	5	TRUE	TRUE	TRUE	TRUE		Launched	Launched	FALSE	
DRD3-D001883	DRD3	D001883	Borderline Personality Disorder	Phase III		Phase III	4		4	TRUE	TRUE	TRUE	FALSE				FALSE	
DRD3-D003072	DRD3	D003072	Cognition Disorders	Preclinical		Preclinical	1		1	FALSE							FALSE	
DRD3-D003863	DRD3	D003863	Depression	Preclinical		Preclinical	1		1	FALSE							FALSE	
DRD3-D003865	DRD3	D003865	Depressive Disorder, Major	Launched	Launched	Launched	5	6	5	TRUE	TRUE	TRUE	TRUE		Launched	Launched	FALSE	2015
DRD3-D003920	DRD3	D003920	Diabetes Mellitus	Phase II		Phase II	3		3	TRUE	TRUE	FALSE					FALSE	
DRD3-D004409	DRD3	D004409	Dyskinesia, Drug-Induced		Phase III	Phase III		5	4	TRUE	TRUE	TRUE					FALSE	
DRD3-D004415	DRD3	D004415	Dyspepsia	Preclinical		Preclinical	1		1	FALSE							FALSE	
DRD3-D005764	DRD3	D005764	Gastroesophageal Reflux	Preclinical		Preclinical	1		1	FALSE							FALSE	
DRD3-D005879	DRD3	D005879	Tourette Syndrome	Phase I		Phase I	2		2	TRUE	FALSE						FALSE	
DRD3-D006976	DRD3	D006976	Hypertension, Pulmonary		Phase I	Phase I		3	2	TRUE							FALSE	
DRD3-D009325	DRD3	D009325	Nausea		Phase II	Phase II		4	3	TRUE	TRUE						FALSE	
DRD3-D009422	DRD3	D009422	Nervous System Diseases		Preclinical	Preclinical		2	1						Preclinical	Preclinical	FALSE	
DRD3-D009771	DRD3	D009771	Obsessive-Compulsive Disorder	Phase I		Phase I	2		2	TRUE	FALSE			Phase I		Phase I	FALSE	
DRD3-D010300	DRD3	D010300	Parkinson Disease	Launched	Launched	Launched	5	6	5	TRUE	TRUE	TRUE	TRUE	Launched	Launched	Launched	FALSE	2013
DRD3-D011595	DRD3	D011595	Psychomotor Agitation		Phase III	Phase III		5	4	TRUE	TRUE	TRUE					FALSE	
DRD3-D011618	DRD3	D011618	Psychotic Disorders		Phase II	Phase II		4	3	TRUE	TRUE			Preclinical		Preclinical	FALSE	
