"Gene"	"MSH"	"MSH.Top"	"Phase.Latest"	"lApprovedUS.EU"
"CHRM2"	"colitis, ulcerative"	"Digestive System Diseases"	"Launched"	TRUE
"CHRM2"	"constipation"	"Pathological Conditions, Signs and Symptoms"	"No Development Reported"	FALSE
"CHRM2"	"crohn disease"	"Digestive System Diseases"	"Launched"	TRUE
"CHRM2"	"depression"	"Behavior and Behavior Mechanisms"	"Preclinical"	FALSE
"CHRM2"	"diabetes mellitus, type 2"	"Nutritional and Metabolic Diseases"	"Discontinued"	FALSE
"CHRM2"	"duodenal ulcer"	"Digestive System Diseases"	"Launched"	TRUE
"CHRM2"	"dyskinesias"	"Nervous System Diseases"	"Discontinued"	FALSE
"CHRM2"	"dysmenorrhea"	"Pathological Conditions, Signs and Symptoms"	"Launched"	TRUE
"CHRM2"	"dyspepsia"	"Pathological Conditions, Signs and Symptoms"	"Pre-registration"	FALSE
"CHRM2"	"enuresis"	"Male Urogenital Diseases"	"Launched"	TRUE
"CHRM2"	"epilepsy"	"Nervous System Diseases"	"Preclinical"	FALSE
"CHRM2"	"esophagitis, peptic"	"Digestive System Diseases"	"Launched"	TRUE
"CHRM2"	"gastritis"	"Digestive System Diseases"	"Launched"	TRUE
"CHRM2"	"gastroesophageal reflux"	"Digestive System Diseases"	"Launched"	TRUE
"CHRM2"	"gastrointestinal diseases"	"Digestive System Diseases"	"Launched"	TRUE
"CHRM2"	"gastroparesis"	"Digestive System Diseases"	"No Development Reported"	FALSE
"CHRM2"	"glaucoma"	"Eye Diseases"	"Discontinued"	FALSE
"CHRM2"	"inflammatory bowel diseases"	"Digestive System Diseases"	"Discontinued"	FALSE
"CHRM2"	"irritable bowel syndrome"	"Digestive System Diseases"	"Launched"	TRUE
"CHRM2"	"memory disorders"	"Nervous System Diseases"	"Discontinued"	FALSE
"CHRM2"	"nausea"	"Pathological Conditions, Signs and Symptoms"	"Launched"	TRUE
"CHRM2"	"nervous system diseases"	"Nervous System Diseases"	"Discontinued"	FALSE
"CHRM2"	"pain"	"Nervous System Diseases"	"Launched"	TRUE
"CHRM2"	"pancreatitis"	"Digestive System Diseases"	"Launched"	TRUE
"CHRM2"	"parkinson disease"	"Nervous System Diseases"	"No Development Reported"	FALSE
"CHRM2"	"peptic ulcer"	"Digestive System Diseases"	"Launched"	TRUE
"CHRM2"	"poisoning"	"Substance-Related Disorders"	"Launched"	TRUE
"CHRM2"	"postcholecystectomy syndrome"	"Digestive System Diseases"	"Launched"	TRUE
"CHRM2"	"prostatic hyperplasia"	"Male Urogenital Diseases"	"No Development Reported"	FALSE
"CHRM2"	"psychotic disorders"	"Mental Disorders"	"Launched"	TRUE
"CHRM2"	"pulmonary disease, chronic obstructive"	"Respiratory Tract Diseases"	"Launched"	TRUE
"CHRM2"	"schizophrenia"	"Mental Disorders"	"Launched"	TRUE
"CHRM2"	"sialorrhea"	"Stomatognathic Diseases"	"Phase II Clinical Trial"	FALSE
"CHRM2"	"spasm"	"Nervous System Diseases"	"Launched"	TRUE
"CHRM2"	"stomach ulcer"	"Digestive System Diseases"	"Launched"	TRUE
"CHRM2"	"substance-related disorders"	"Substance-Related Disorders"	"Discontinued"	FALSE
"CHRM2"	"tobacco use disorder"	"Substance-Related Disorders"	"No Development Reported"	FALSE
"CHRM2"	"urinary bladder, neurogenic"	"Nervous System Diseases"	"Launched"	TRUE
"CHRM2"	"urinary bladder, overactive"	"Male Urogenital Diseases"	"Launched"	TRUE
"CHRM2"	"urinary incontinence"	"Male Urogenital Diseases"	"Launched"	TRUE
"CHRM2"	"urinary tract infections"	"Bacterial Infections and Mycoses"	"Launched"	TRUE
"CHRM2"	"urogenital abnormalities"	"Male Urogenital Diseases"	"Withdrawn"	FALSE
"CHRM3"	"alcoholism"	"Substance-Related Disorders"	"No Development Reported"	FALSE
"CHRM3"	"alzheimer disease"	"Nervous System Diseases"	"Phase I Clinical Trial"	FALSE
"CHRM3"	"asthma"	"Respiratory Tract Diseases"	"Launched"	TRUE
"CHRM3"	"biliary dyskinesia"	"Digestive System Diseases"	"Launched"	TRUE
"CHRM3"	"bipolar disorder"	"Mental Disorders"	"Launched"	TRUE
"CHRM3"	"brain ischemia"	"Nervous System Diseases"	"No Development Reported"	FALSE
"CHRM3"	"breast neoplasms"	"Neoplasms"	"No Development Reported"	FALSE
"CHRM3"	"bronchitis, chronic"	"Respiratory Tract Diseases"	"Launched"	TRUE
"CHRM3"	"cholangitis"	"Digestive System Diseases"	"Launched"	TRUE
"CHRM3"	"cholecystitis"	"Digestive System Diseases"	"Launched"	TRUE
"CHRM3"	"cholelithiasis"	"Digestive System Diseases"	"Launched"	TRUE
"CHRM3"	"colitis"	"Digestive System Diseases"	"Launched"	TRUE
"CHRM3"	"colitis, ulcerative"	"Digestive System Diseases"	"Launched"	TRUE
"CHRM3"	"colorectal neoplasms"	"Neoplasms"	"No Development Reported"	FALSE
"CHRM3"	"crohn disease"	"Digestive System Diseases"	"Launched"	TRUE
"CHRM3"	"cystic fibrosis"	"Digestive System Diseases"	"Phase III Clinical Trial"	FALSE
"CHRM3"	"diabetes mellitus, type 2"	"Nutritional and Metabolic Diseases"	"Discontinued"	FALSE
"CHRM3"	"duodenal ulcer"	"Digestive System Diseases"	"Launched"	TRUE
"CHRM3"	"dysmenorrhea"	"Pathological Conditions, Signs and Symptoms"	"Launched"	TRUE
"CHRM3"	"dyspepsia"	"Pathological Conditions, Signs and Symptoms"	"No Development Reported"	FALSE
"CHRM3"	"emphysema"	"Pathological Conditions, Signs and Symptoms"	"Launched"	TRUE
"CHRM3"	"enuresis"	"Male Urogenital Diseases"	"Launched"	TRUE
"CHRM3"	"epilepsy"	"Nervous System Diseases"	"Preclinical"	FALSE
"CHRM3"	"esophagitis, peptic"	"Digestive System Diseases"	"Launched"	TRUE
"CHRM3"	"gastritis"	"Digestive System Diseases"	"Launched"	TRUE
"CHRM3"	"gastroesophageal reflux"	"Digestive System Diseases"	"Launched"	TRUE
"CHRM3"	"gastrointestinal diseases"	"Digestive System Diseases"	"Launched"	TRUE
"CHRM3"	"glaucoma"	"Eye Diseases"	"Launched"	TRUE
"CHRM3"	"hypersensitivity"	"Immune System Diseases"	"Discontinued"	FALSE
"CHRM3"	"inflammatory bowel diseases"	"Digestive System Diseases"	"Discontinued"	FALSE
"CHRM3"	"irritable bowel syndrome"	"Digestive System Diseases"	"Launched"	TRUE
"CHRM3"	"keratoconjunctivitis"	"Eye Diseases"	"Launched"	TRUE
"CHRM3"	"memory disorders"	"Nervous System Diseases"	"Discontinued"	FALSE
"CHRM3"	"nausea"	"Pathological Conditions, Signs and Symptoms"	"Launched"	TRUE
"CHRM3"	"neoplasms"	"Neoplasms"	"No Development Reported"	FALSE
"CHRM3"	"neuralgia"	"Nervous System Diseases"	"Preclinical"	FALSE
"CHRM3"	"ocular motility disorders"	"Nervous System Diseases"	"No Development Reported"	FALSE
"CHRM3"	"pain"	"Nervous System Diseases"	"Launched"	TRUE
"CHRM3"	"pancreatitis"	"Digestive System Diseases"	"Launched"	TRUE
"CHRM3"	"peptic ulcer"	"Digestive System Diseases"	"Launched"	TRUE
"CHRM3"	"poisoning"	"Substance-Related Disorders"	"Launched"	TRUE
"CHRM3"	"postcholecystectomy syndrome"	"Digestive System Diseases"	"Launched"	TRUE
"CHRM3"	"prostatic hyperplasia"	"Male Urogenital Diseases"	"Pre-registration"	TRUE
"CHRM3"	"prostatic neoplasms"	"Neoplasms"	"No Development Reported"	FALSE
"CHRM3"	"psychotic disorders"	"Mental Disorders"	"Launched"	TRUE
"CHRM3"	"pulmonary disease, chronic obstructive"	"Respiratory Tract Diseases"	"Launched"	TRUE
"CHRM3"	"respiratory tract diseases"	"Respiratory Tract Diseases"	"No Development Reported"	FALSE
"CHRM3"	"schizophrenia"	"Mental Disorders"	"Launched"	TRUE
"CHRM3"	"sialorrhea"	"Stomatognathic Diseases"	"Launched"	TRUE
"CHRM3"	"small cell lung carcinoma"	"Neoplasms"	"No Development Reported"	FALSE
"CHRM3"	"spasm"	"Nervous System Diseases"	"Launched"	TRUE
"CHRM3"	"stomach ulcer"	"Digestive System Diseases"	"Launched"	TRUE
"CHRM3"	"substance-related disorders"	"Substance-Related Disorders"	"Discontinued"	FALSE
"CHRM3"	"tobacco use disorder"	"Substance-Related Disorders"	"No Development Reported"	FALSE
"CHRM3"	"urinary bladder, neurogenic"	"Nervous System Diseases"	"Launched"	TRUE
"CHRM3"	"urinary bladder, overactive"	"Male Urogenital Diseases"	"Launched"	TRUE
"CHRM3"	"urinary incontinence"	"Male Urogenital Diseases"	"Launched"	TRUE
"CHRM3"	"urinary tract infections"	"Bacterial Infections and Mycoses"	"Launched"	TRUE
"CHRM3"	"urogenital abnormalities"	"Male Urogenital Diseases"	"Withdrawn"	FALSE
"CHRM3"	"wounds and injuries"	"Wounds and Injuries"	"Launched"	TRUE
"CHRM3"	"xerophthalmia"	"Eye Diseases"	"Launched"	TRUE
"CHRM3"	"xerostomia"	"Stomatognathic Diseases"	"Launched"	TRUE
"CHRM4"	"alcoholism"	"Substance-Related Disorders"	"No Development Reported"	FALSE
"CHRM4"	"alzheimer disease"	"Nervous System Diseases"	"Discontinued"	FALSE
"CHRM4"	"asthma"	"Respiratory Tract Diseases"	"Launched"	TRUE
"CHRM4"	"biliary dyskinesia"	"Digestive System Diseases"	"Launched"	TRUE
"CHRM4"	"bipolar disorder"	"Mental Disorders"	"Launched"	TRUE
"CHRM4"	"cholangitis"	"Digestive System Diseases"	"Launched"	TRUE
"CHRM4"	"cholecystitis"	"Digestive System Diseases"	"Launched"	TRUE
"CHRM4"	"cholelithiasis"	"Digestive System Diseases"	"Launched"	TRUE
"CHRM4"	"colitis"	"Digestive System Diseases"	"Launched"	TRUE
"CHRM4"	"colitis, ulcerative"	"Digestive System Diseases"	"Launched"	TRUE
"CHRM4"	"crohn disease"	"Digestive System Diseases"	"Launched"	TRUE
"CHRM4"	"depressive disorder"	"Mental Disorders"	"No Development Reported"	FALSE
"CHRM4"	"diabetes mellitus, type 2"	"Nutritional and Metabolic Diseases"	"Discontinued"	FALSE
"CHRM4"	"duodenal ulcer"	"Digestive System Diseases"	"Launched"	TRUE
"CHRM4"	"dysmenorrhea"	"Pathological Conditions, Signs and Symptoms"	"Launched"	TRUE
"CHRM4"	"dyspepsia"	"Pathological Conditions, Signs and Symptoms"	"No Development Reported"	FALSE
"CHRM4"	"enuresis"	"Male Urogenital Diseases"	"Launched"	TRUE
"CHRM4"	"esophagitis, peptic"	"Digestive System Diseases"	"Launched"	TRUE
"CHRM4"	"gastritis"	"Digestive System Diseases"	"Launched"	TRUE
"CHRM4"	"gastroesophageal reflux"	"Digestive System Diseases"	"Launched"	TRUE
"CHRM4"	"gastrointestinal diseases"	"Digestive System Diseases"	"Launched"	TRUE
"CHRM4"	"irritable bowel syndrome"	"Digestive System Diseases"	"Launched"	TRUE
"CHRM4"	"memory disorders"	"Nervous System Diseases"	"Discontinued"	FALSE
"CHRM4"	"nausea"	"Pathological Conditions, Signs and Symptoms"	"Launched"	TRUE
"CHRM4"	"osteoarthritis"	"Musculoskeletal Diseases"	"No Development Reported"	FALSE
"CHRM4"	"pain"	"Nervous System Diseases"	"Launched"	TRUE
"CHRM4"	"pancreatitis"	"Digestive System Diseases"	"Launched"	TRUE
"CHRM4"	"parkinson disease"	"Nervous System Diseases"	"No Development Reported"	FALSE
"CHRM4"	"peptic ulcer"	"Digestive System Diseases"	"Launched"	TRUE
"CHRM4"	"poisoning"	"Substance-Related Disorders"	"Launched"	TRUE
"CHRM4"	"postcholecystectomy syndrome"	"Digestive System Diseases"	"Launched"	TRUE
"CHRM4"	"psychotic disorders"	"Mental Disorders"	"Launched"	TRUE
"CHRM4"	"pulmonary disease, chronic obstructive"	"Respiratory Tract Diseases"	"Launched"	TRUE
"CHRM4"	"schizophrenia"	"Mental Disorders"	"Launched"	TRUE
"CHRM4"	"sialorrhea"	"Stomatognathic Diseases"	"Phase II Clinical Trial"	FALSE
"CHRM4"	"spasm"	"Nervous System Diseases"	"Launched"	TRUE
"CHRM4"	"stomach ulcer"	"Digestive System Diseases"	"Launched"	TRUE
"CHRM4"	"substance-related disorders"	"Substance-Related Disorders"	"Discontinued"	FALSE
"CHRM4"	"tobacco use disorder"	"Substance-Related Disorders"	"No Development Reported"	FALSE
"CHRM4"	"urinary bladder, neurogenic"	"Nervous System Diseases"	"Launched"	TRUE
"CHRM4"	"urinary bladder, overactive"	"Male Urogenital Diseases"	"Launched"	TRUE
"CHRM4"	"urinary incontinence"	"Male Urogenital Diseases"	"Launched"	TRUE
"CHRM4"	"urinary tract infections"	"Bacterial Infections and Mycoses"	"Launched"	TRUE
"CHRM4"	"urogenital abnormalities"	"Male Urogenital Diseases"	"Withdrawn"	FALSE
"CHRNA3"	"alcoholism"	"Substance-Related Disorders"	"No Development Reported"	FALSE
"CHRNA3"	"irritable bowel syndrome"	"Digestive System Diseases"	"Phase II Clinical Trial"	FALSE
"CHRNA3"	"leishmaniasis"	"Parasitic Diseases"	"Preclinical"	FALSE
"CHRNA3"	"neuralgia"	"Nervous System Diseases"	"Discontinued"	FALSE
"CHRNA3"	"substance-related disorders"	"Substance-Related Disorders"	"Preclinical"	FALSE
"CHRNA3"	"tobacco use disorder"	"Substance-Related Disorders"	"No Development Reported"	FALSE
"CHRNA4"	"alzheimer disease"	"Nervous System Diseases"	"Phase II Clinical Trial"	FALSE
"CHRNA4"	"anxiety"	"Behavior and Behavior Mechanisms"	"Discontinued"	FALSE
"CHRNA4"	"anxiety disorders"	"Mental Disorders"	"Discontinued"	FALSE
"CHRNA4"	"attention deficit disorder with hyperactivity"	"Mental Disorders"	"Phase II Clinical Trial"	FALSE
"CHRNA4"	"dementia"	"Nervous System Diseases"	"Discontinued"	FALSE
"CHRNA4"	"depression"	"Behavior and Behavior Mechanisms"	"Discontinued"	FALSE
"CHRNA4"	"depressive disorder"	"Mental Disorders"	"Discontinued"	FALSE
"CHRNA4"	"diabetic neuropathies"	"Nervous System Diseases"	"Discontinued"	FALSE
"CHRNA4"	"hypertension"	"Cardiovascular Diseases"	"Discontinued"	FALSE
"CHRNA4"	"irritable bowel syndrome"	"Digestive System Diseases"	"Phase II Clinical Trial"	FALSE
"CHRNA4"	"memory disorders"	"Nervous System Diseases"	"Discontinued"	FALSE
"CHRNA4"	"neuralgia"	"Nervous System Diseases"	"Discontinued"	FALSE
"CHRNA4"	"neuralgia, postherpetic"	"Nervous System Diseases"	"Phase II Clinical Trial"	FALSE
"CHRNA4"	"obesity"	"Nutritional and Metabolic Diseases"	"Discontinued"	FALSE
"CHRNA4"	"pain"	"Nervous System Diseases"	"Discontinued"	FALSE
"CHRNA4"	"pain, postoperative"	"Pathological Conditions, Signs and Symptoms"	"Discontinued"	FALSE
"CHRNA4"	"parkinson disease"	"Nervous System Diseases"	"Preclinical"	FALSE
"CHRNA4"	"schizophrenia"	"Mental Disorders"	"Phase I Clinical Trial"	FALSE
"CHRNA4"	"substance-related disorders"	"Substance-Related Disorders"	"No Development Reported"	FALSE
"CHRNA4"	"tobacco use disorder"	"Substance-Related Disorders"	"Launched"	TRUE
"CHRNA4"	"urinary bladder, overactive"	"Male Urogenital Diseases"	"Preclinical"	FALSE
"CHRNA6"	"tobacco use disorder"	"Substance-Related Disorders"	"No Development Reported"	FALSE
"CHRNA7"	"alzheimer disease"	"Nervous System Diseases"	"Phase II Clinical Trial"	FALSE
"CHRNA7"	"anxiety"	"Behavior and Behavior Mechanisms"	"No Development Reported"	FALSE
"CHRNA7"	"arthritis, rheumatoid"	"Musculoskeletal Diseases"	"Discontinued"	FALSE
"CHRNA7"	"asthma"	"Respiratory Tract Diseases"	"No Development Reported"	FALSE
"CHRNA7"	"attention deficit disorder with hyperactivity"	"Mental Disorders"	"Discontinued"	FALSE
"CHRNA7"	"crohn disease"	"Digestive System Diseases"	"Discontinued"	FALSE
"CHRNA7"	"dementia"	"Nervous System Diseases"	"Discontinued"	FALSE
"CHRNA7"	"depression"	"Behavior and Behavior Mechanisms"	"Preclinical"	FALSE
"CHRNA7"	"diabetes mellitus, type 2"	"Nutritional and Metabolic Diseases"	"Discontinued"	FALSE
"CHRNA7"	"dyskinesias"	"Nervous System Diseases"	"Phase II Clinical Trial"	FALSE
"CHRNA7"	"inflammation"	"Pathological Conditions, Signs and Symptoms"	"Discontinued"	FALSE
"CHRNA7"	"memory disorders"	"Nervous System Diseases"	"No Development Reported"	FALSE
"CHRNA7"	"multiple sclerosis"	"Nervous System Diseases"	"Preclinical"	FALSE
"CHRNA7"	"nervous system diseases"	"Nervous System Diseases"	"No Development Reported"	FALSE
"CHRNA7"	"pain"	"Nervous System Diseases"	"No Development Reported"	FALSE
"CHRNA7"	"parkinson disease"	"Nervous System Diseases"	"Phase II Clinical Trial"	FALSE
"CHRNA7"	"psychotic disorders"	"Mental Disorders"	"No Development Reported"	FALSE
"CHRNA7"	"schizophrenia"	"Mental Disorders"	"Phase III Clinical Trial"	FALSE
"CHRNA7"	"substance-related disorders"	"Substance-Related Disorders"	"No Development Reported"	FALSE
"CHRNB2"	"alzheimer disease"	"Nervous System Diseases"	"Phase II Clinical Trial"	FALSE
"CHRNB2"	"anxiety"	"Behavior and Behavior Mechanisms"	"Discontinued"	FALSE
"CHRNB2"	"anxiety disorders"	"Mental Disorders"	"Discontinued"	FALSE
"CHRNB2"	"attention deficit disorder with hyperactivity"	"Mental Disorders"	"Phase II Clinical Trial"	FALSE
"CHRNB2"	"dementia"	"Nervous System Diseases"	"Discontinued"	FALSE
"CHRNB2"	"depression"	"Behavior and Behavior Mechanisms"	"Discontinued"	FALSE
"CHRNB2"	"depressive disorder"	"Mental Disorders"	"Discontinued"	FALSE
"CHRNB2"	"diabetic neuropathies"	"Nervous System Diseases"	"Discontinued"	FALSE
"CHRNB2"	"hypertension"	"Cardiovascular Diseases"	"Discontinued"	FALSE
"CHRNB2"	"irritable bowel syndrome"	"Digestive System Diseases"	"Phase II Clinical Trial"	FALSE
"CHRNB2"	"memory disorders"	"Nervous System Diseases"	"Discontinued"	FALSE
"CHRNB2"	"neuralgia"	"Nervous System Diseases"	"Discontinued"	FALSE
"CHRNB2"	"neuralgia, postherpetic"	"Nervous System Diseases"	"Phase II Clinical Trial"	FALSE
"CHRNB2"	"obesity"	"Nutritional and Metabolic Diseases"	"Discontinued"	FALSE
"CHRNB2"	"pain"	"Nervous System Diseases"	"Discontinued"	FALSE
"CHRNB2"	"pain, postoperative"	"Pathological Conditions, Signs and Symptoms"	"Discontinued"	FALSE
"CHRNB2"	"parkinson disease"	"Nervous System Diseases"	"Preclinical"	FALSE
"CHRNB2"	"schizophrenia"	"Mental Disorders"	"Phase I Clinical Trial"	FALSE
"CHRNB2"	"substance-related disorders"	"Substance-Related Disorders"	"No Development Reported"	FALSE
"CHRNB2"	"tobacco use disorder"	"Substance-Related Disorders"	"Launched"	TRUE
"CHRNB2"	"urinary bladder, overactive"	"Male Urogenital Diseases"	"Preclinical"	FALSE
"CHRNB4"	"alcoholism"	"Substance-Related Disorders"	"No Development Reported"	FALSE
"CHRNB4"	"irritable bowel syndrome"	"Digestive System Diseases"	"Phase II Clinical Trial"	FALSE
"CHRNB4"	"leishmaniasis"	"Parasitic Diseases"	"Preclinical"	FALSE
"CHRNB4"	"neuralgia"	"Nervous System Diseases"	"Discontinued"	FALSE
"CHRNB4"	"substance-related disorders"	"Substance-Related Disorders"	"Preclinical"	FALSE
"CHRNB4"	"tobacco use disorder"	"Substance-Related Disorders"	"No Development Reported"	FALSE
"CIITA"	"colorectal neoplasms"	"Neoplasms"	"No Development Reported"	FALSE
"CLCA1"	"asthma"	"Respiratory Tract Diseases"	"Discontinued"	FALSE
"CLCA1"	"cystic fibrosis"	"Digestive System Diseases"	"Discontinued"	FALSE
"CLCA1"	"eye diseases"	"Eye Diseases"	"Launched"	FALSE
"CLCA1"	"inflammation"	"Pathological Conditions, Signs and Symptoms"	"Launched"	FALSE
"CLCA1"	"pneumonia"	"Respiratory Tract Diseases"	"Launched"	FALSE
"CLCA1"	"pulmonary disease, chronic obstructive"	"Respiratory Tract Diseases"	"No Development Reported"	FALSE
"CLCN2"	"alzheimer disease"	"Nervous System Diseases"	"No Development Reported"	FALSE
"CLCN2"	"brain ischemia"	"Nervous System Diseases"	"No Development Reported"	FALSE
"CLCN2"	"constipation"	"Pathological Conditions, Signs and Symptoms"	"Launched"	TRUE
"CLCN2"	"cystic fibrosis"	"Digestive System Diseases"	"Phase II Clinical Trial"	FALSE
"CLCN2"	"duodenal ulcer"	"Digestive System Diseases"	"Phase II Clinical Trial"	FALSE
"CLCN2"	"fatty liver"	"Digestive System Diseases"	"No Development Reported"	FALSE
"CLCN2"	"gastrointestinal diseases"	"Digestive System Diseases"	"Phase III Clinical Trial"	FALSE
"CLCN2"	"hypertension, portal"	"Digestive System Diseases"	"No Development Reported"	FALSE
"CLCN2"	"ileus"	"Digestive System Diseases"	"No Development Reported"	FALSE
"CLCN2"	"inflammatory bowel diseases"	"Digestive System Diseases"	"No Development Reported"	FALSE
"CLCN2"	"irritable bowel syndrome"	"Digestive System Diseases"	"Launched"	TRUE
"CLCN2"	"mucositis"	"Digestive System Diseases"	"Phase I Clinical Trial"	FALSE
"CLCN2"	"peripheral vascular diseases"	"Cardiovascular Diseases"	"No Development Reported"	FALSE
"CLCN2"	"pulmonary disease, chronic obstructive"	"Respiratory Tract Diseases"	"Preclinical"	FALSE
"CLCN2"	"spinal stenosis"	"Musculoskeletal Diseases"	"Phase II Clinical Trial"	FALSE
"CLCN2"	"stomach ulcer"	"Digestive System Diseases"	"Phase II Clinical Trial"	FALSE
"CLDN3"	"ovarian neoplasms"	"Neoplasms"	"No Development Reported"	FALSE
"CLDN4"	"ovarian neoplasms"	"Neoplasms"	"No Development Reported"	FALSE
"CLDN4"	"pancreatic neoplasms"	"Neoplasms"	"No Development Reported"	FALSE
"CLEC12A"	"leukemia, myeloid, acute"	"Neoplasms"	"Preclinical"	FALSE
"CLEC4M"	"hepatitis c"	"Virus Diseases"	"No Development Reported"	FALSE
"CLEC4M"	"hiv infections"	"Virus Diseases"	"No Development Reported"	FALSE
"CLEC4M"	"immune system diseases"	"Immune System Diseases"	"No Development Reported"	FALSE
"CLEC4M"	"infection"	"Bacterial Infections and Mycoses"	"No Development Reported"	FALSE
"CLEC4M"	"inflammation"	"Pathological Conditions, Signs and Symptoms"	"No Development Reported"	FALSE
"CLEC4M"	"neoplasms"	"Neoplasms"	"No Development Reported"	FALSE
"CLEC7A"	"infection"	"Bacterial Infections and Mycoses"	"No Development Reported"	FALSE
"CLEC7A"	"inflammation"	"Pathological Conditions, Signs and Symptoms"	"No Development Reported"	FALSE
"CLEC7A"	"neoplasms"	"Neoplasms"	"No Development Reported"	FALSE
"CLEC9A"	"infection"	"Bacterial Infections and Mycoses"	"No Development Reported"	FALSE
"CLEC9A"	"neoplasms"	"Neoplasms"	"No Development Reported"	FALSE
"CLIP1"	"neoplasms"	"Neoplasms"	"No Development Reported"	FALSE
"CLIP1"	"psychotic disorders"	"Mental Disorders"	"Discontinued"	FALSE
"CLU"	"breast neoplasms"	"Neoplasms"	"No Development Reported"	FALSE
"CLU"	"carcinoma, non-small-cell lung"	"Neoplasms"	"Phase III Clinical Trial"	FALSE
"CLU"	"kidney neoplasms"	"Neoplasms"	"No Development Reported"	FALSE
"CLU"	"lung neoplasms"	"Neoplasms"	"Preclinical"	FALSE
"CLU"	"neoplasms"	"Neoplasms"	"Phase I Clinical Trial"	FALSE
"CLU"	"ovarian neoplasms"	"Neoplasms"	"No Development Reported"	FALSE
"CLU"	"prostatic neoplasms"	"Neoplasms"	"Phase III Clinical Trial"	FALSE
"CLU"	"urinary bladder neoplasms"	"Neoplasms"	"No Development Reported"	FALSE
