ti_uid	phasenum	phase	maxphasenum	maxphase	n_drugs
FGFR1-D029424	2	Preclinical	2	Preclinical	1
FGFR1-D034381	4	Phase II	4	Phase II	1
FGFR1-D046152	3	Phase I	6	Launched	2
FGFR1-D046152	4	Phase II	6	Launched	3
FGFR1-D048909	6	Launched	6	Launched	1
FGFR1-D050197	3	Phase I	3	Phase I	1
FGFR1-D050197	4	Phase II	4	Phase II	2
FGFR1-D054198	3	Phase I	3	Phase I	1
FGFR1-D054198	4	Phase II	4	Phase II	2
FGFR1-D054198	6	Launched	6	Launched	1
FGFR1-D055752	2	Preclinical	6	Launched	2
FGFR1-D055752	4	Phase II	4	Phase II	1
FGFR1-D055752	5	Phase III	5	Phase III	1
FGFR1-D055752	6	Launched	6	Launched	1
FGFR1-D057092	2	Preclinical	4	Phase II	1
FGFR1-D057135	2	Preclinical	2	Preclinical	1
FGFR1-D057135	4	Phase II	4	Phase II	1
FGFR1-D065626	2	Preclinical	2	Preclinical	1
FGFR1-D065626	3	Phase I	3	Phase I	1
FGFR1-D065626	4	Phase II	4	Phase II	2
FGFR2-D000310	3	Phase I	4	Phase II	1
FGFR2-D001650	2	Preclinical	2	Preclinical	1
FGFR2-D001650	2	Preclinical	3	Phase I	2
FGFR2-D001650	3	Phase I	3	Phase I	2
FGFR2-D001650	3	Phase I	4	Phase II	1
FGFR2-D001650	4	Phase II	4	Phase II	4
FGFR2-D001650	4	Phase II	6	Launched	3
FGFR2-D001650	6	Launched	6	Launched	3
FGFR2-D001749	2	Preclinical	3	Phase I	2
FGFR2-D001749	3	Phase I	3	Phase I	2
FGFR2-D001749	3	Phase I	5	Phase III	1
FGFR2-D001749	4	Phase II	4	Phase II	2
FGFR2-D001749	4	Phase II	6	Launched	2
FGFR2-D001749	5	Phase III	5	Phase III	1
FGFR2-D001749	5	Phase III	6	Launched	2
FGFR2-D001749	6	Launched	6	Launched	1
FGFR2-D001859	2	Preclinical	6	Launched	1
FGFR2-D001932	2	Preclinical	4	Phase II	1
FGFR2-D001932	4	Phase II	4	Phase II	1
FGFR2-D001932	4	Phase II	6	Launched	3
FGFR2-D001943	3	Phase I	4	Phase II	2
FGFR2-D001943	3	Phase I	6	Launched	1
FGFR2-D001943	4	Phase II	4	Phase II	3
FGFR2-D001943	4	Phase II	5	Phase III	1
FGFR2-D001943	4	Phase II	6	Launched	3
FGFR2-D001943	5	Phase III	6	Launched	1
FGFR2-D002289	3	Phase I	5	Phase III	1
FGFR2-D002289	3	Phase I	6	Launched	1
FGFR2-D002289	4	Phase II	4	Phase II	2
FGFR2-D002289	4	Phase II	5	Phase III	1
FGFR2-D002289	4	Phase II	6	Launched	2
FGFR2-D002289	5	Phase III	6	Launched	1
FGFR2-D002289	6	Launched	6	Launched	1
FGFR2-D002583	4	Phase II	4	Phase II	1
FGFR2-D002583	4	Phase II	5	Phase III	1
FGFR2-D002583	4	Phase II	6	Launched	1
FGFR2-D003930	2	Preclinical	2	Preclinical	1
FGFR2-D004392	4	Phase II	6	Launched	1
FGFR2-D004938	4	Phase II	4	Phase II	1
FGFR2-D004938	4	Phase II	6	Launched	5
FGFR2-D004938	5	Phase III	5	Phase III	1
FGFR2-D004938	5	Phase III	6	Launched	1
FGFR2-D005185	4	Phase II	4	Phase II	1
FGFR2-D005185	4	Phase II	6	Launched	1
FGFR2-D005770	2	Preclinical	2	Preclinical	1
FGFR2-D005909	2	Preclinical	4	Phase II	1
FGFR2-D005909	4	Phase II	4	Phase II	1
FGFR2-D005909	4	Phase II	6	Launched	3
FGFR2-D006258	4	Phase II	6	Launched	1
FGFR2-D006258	5	Phase III	6	Launched	2
FGFR2-D007680	3	Phase I	3	Phase I	1
FGFR2-D007680	4	Phase II	4	Phase II	1
FGFR2-D007680	5	Phase III	6	Launched	1
FGFR2-D007680	6	Launched	6	Launched	1
FGFR2-D007890	5	Phase III	6	Launched	1
FGFR2-D007938	4	Phase II	4	Phase II	1
FGFR2-D008113	2	Preclinical	4	Phase II	1
FGFR2-D008113	3	Phase I	3	Phase I	2
FGFR2-D008113	4	Phase II	4	Phase II	1
FGFR2-D008113	4	Phase II	5	Phase III	1
FGFR2-D008113	4	Phase II	6	Launched	2
FGFR2-D008113	6	Launched	6	Launched	1
FGFR2-D008175	4	Phase II	6	Launched	1
FGFR2-D008223	3	Phase I	4	Phase II	1
FGFR2-D008223	3	Phase I	6	Launched	2
FGFR2-D008223	4	Phase II	4	Phase II	1
FGFR2-D008527	2	Preclinical	4	Phase II	1
FGFR2-D008527	4	Phase II	4	Phase II	1
FGFR2-D008527	4	Phase II	6	Launched	3
FGFR2-D008545	4	Phase II	4	Phase II	1
FGFR2-D008545	4	Phase II	5	Phase III	1
FGFR2-D008545	4	Phase II	6	Launched	2
FGFR2-D008545	5	Phase III	6	Launched	1
FGFR2-D008654	4	Phase II	4	Phase II	1
FGFR2-D009101	4	Phase II	4	Phase II	1
FGFR2-D009101	4	Phase II	6	Launched	1
FGFR2-D009190	4	Phase II	4	Phase II	2
FGFR2-D009196	6	Launched	6	Launched	1
FGFR2-D009303	4	Phase II	5	Phase III	1
FGFR2-D009303	5	Phase III	6	Launched	1
FGFR2-D009369	2	Preclinical	2	Preclinical	9
FGFR2-D009369	2	Preclinical	3	Phase I	1
FGFR2-D009369	3	Phase I	3	Phase I	13
FGFR2-D009369	3	Phase I	4	Phase II	3
FGFR2-D009369	4	Phase II	4	Phase II	8
FGFR2-D009369	4	Phase II	5	Phase III	3
FGFR2-D009369	4	Phase II	6	Launched	6
FGFR2-D009369	6	Launched	6	Launched	1
FGFR2-D010051	4	Phase II	4	Phase II	1
FGFR2-D010051	4	Phase II	5	Phase III	1
FGFR2-D010051	4	Phase II	6	Launched	3
FGFR2-D010190	4	Phase II	4	Phase II	1
FGFR2-D010190	4	Phase II	6	Launched	1
FGFR2-D010534	4	Phase II	4	Phase II	1
FGFR2-D010534	4	Phase II	5	Phase III	1
FGFR2-D010534	4	Phase II	6	Launched	1
FGFR2-D011471	2	Preclinical	6	Launched	1
FGFR2-D011471	3	Phase I	4	Phase II	1
FGFR2-D011471	4	Phase II	5	Phase III	1
FGFR2-D012208	4	Phase II	6	Launched	1
FGFR2-D012509	3	Phase I	6	Launched	1
FGFR2-D012509	4	Phase II	4	Phase II	1
FGFR2-D012509	6	Launched	6	Launched	1
FGFR2-D012512	4	Phase II	6	Launched	1
FGFR2-D012516	4	Phase II	6	Launched	1
FGFR2-D013274	2	Preclinical	2	Preclinical	1
FGFR2-D013274	2	Preclinical	5	Phase III	1
FGFR2-D013274	3	Phase I	3	Phase I	2
FGFR2-D013274	3	Phase I	4	Phase II	1
FGFR2-D013274	4	Phase II	4	Phase II	2
FGFR2-D013274	4	Phase II	6	Launched	4
FGFR2-D013274	5	Phase III	5	Phase III	1
FGFR2-D013274	5	Phase III	6	Launched	2
FGFR2-D013584	5	Phase III	6	Launched	1
FGFR2-D013736	4	Phase II	5	Phase III	1
FGFR2-D013964	3	Phase I	3	Phase I	1
FGFR2-D013964	4	Phase II	5	Phase III	1
FGFR2-D013964	6	Launched	6	Launched	2
FGFR2-D014523	4	Phase II	4	Phase II	1
FGFR2-D014625	4	Phase II	5	Phase III	1
FGFR2-D015179	4	Phase II	4	Phase II	1
FGFR2-D015179	4	Phase II	5	Phase III	1
FGFR2-D015179	5	Phase III	6	Launched	2
FGFR2-D015451	3	Phase I	4	Phase II	1
FGFR2-D015451	4	Phase II	4	Phase II	1
FGFR2-D015464	3	Phase I	3	Phase I	1
FGFR2-D015464	4	Phase II	4	Phase II	1
FGFR2-D015464	6	Launched	6	Launched	1
FGFR2-D015470	4	Phase II	4	Phase II	2
FGFR2-D015470	6	Launched	6	Launched	1
FGFR2-D016403	2	Preclinical	6	Launched	1
FGFR2-D016889	2	Preclinical	2	Preclinical	1
FGFR2-D016889	3	Phase I	3	Phase I	1
FGFR2-D016889	4	Phase II	5	Phase III	1
FGFR2-D016889	4	Phase II	6	Launched	2
FGFR2-D016889	6	Launched	6	Launched	1
FGFR2-D018242	4	Phase II	6	Launched	1
FGFR2-D018307	4	Phase II	6	Launched	1
FGFR2-D018358	4	Phase II	6	Launched	1
FGFR2-D019337	3	Phase I	6	Launched	1
FGFR2-D019337	4	Phase II	6	Launched	1
FGFR2-D046152	4	Phase II	6	Launched	2
FGFR2-D052016	2	Preclinical	2	Preclinical	2
FGFR2-D054198	3	Phase I	3	Phase I	1
FGFR2-D054198	4	Phase II	4	Phase II	1
FGFR2-D054198	6	Launched	6	Launched	1
FGFR2-D055752	2	Preclinical	6	Launched	1
FGFR2-D055752	5	Phase III	5	Phase III	1
FGFR2-D055752	6	Launched	6	Launched	1
FGFR3-C563600	4	Phase II	5	Phase III	1
FGFR3-D000086382	4	Phase II	6	Launched	1
FGFR3-D000310	3	Phase I	4	Phase II	1
FGFR3-D000544	5	Phase III	6	Launched	1
FGFR3-D000690	6	Launched	6	Launched	1
FGFR3-D001172	5	Phase III	6	Launched	1
FGFR3-D001249	5	Phase III	6	Launched	1
FGFR3-D001289	2	Preclinical	2	Preclinical	1
FGFR3-D001321	2	Preclinical	2	Preclinical	1
FGFR3-D001650	2	Preclinical	3	Phase I	2
FGFR3-D001650	3	Phase I	3	Phase I	1
FGFR3-D001650	3	Phase I	4	Phase II	1
FGFR3-D001650	4	Phase II	4	Phase II	4
FGFR3-D001650	4	Phase II	6	Launched	3
FGFR3-D001650	6	Launched	6	Launched	3
FGFR3-D001749	2	Preclinical	2	Preclinical	3
FGFR3-D001749	2	Preclinical	3	Phase I	2
FGFR3-D001749	2	Preclinical	6	Launched	1
FGFR3-D001749	3	Phase I	3	Phase I	3
FGFR3-D001749	4	Phase II	4	Phase II	3
FGFR3-D001749	4	Phase II	6	Launched	3
FGFR3-D001749	5	Phase III	5	Phase III	1
FGFR3-D001749	5	Phase III	6	Launched	2
FGFR3-D001749	6	Launched	6	Launched	1
FGFR3-D001848	2	Preclinical	2	Preclinical	1
FGFR3-D001848	2	Preclinical	4	Phase II	1
FGFR3-D001859	2	Preclinical	6	Launched	1
FGFR3-D001932	4	Phase II	4	Phase II	1
FGFR3-D001932	4	Phase II	6	Launched	5
FGFR3-D001943	2	Preclinical	6	Launched	1
FGFR3-D001943	3	Phase I	4	Phase II	2
FGFR3-D001943	3	Phase I	6	Launched	1
FGFR3-D001943	4	Phase II	4	Phase II	3
FGFR3-D001943	4	Phase II	5	Phase III	1
FGFR3-D001943	4	Phase II	6	Launched	4
FGFR3-D001943	5	Phase III	6	Launched	2
FGFR3-D002276	2	Preclinical	6	Launched	1
FGFR3-D002289	3	Phase I	6	Launched	2
FGFR3-D002289	4	Phase II	4	Phase II	2
FGFR3-D002289	4	Phase II	5	Phase III	1
FGFR3-D002289	4	Phase II	6	Launched	3
FGFR3-D002289	5	Phase III	6	Launched	1
FGFR3-D002289	6	Launched	6	Launched	1
FGFR3-D002583	4	Phase II	4	Phase II	1
FGFR3-D002583	4	Phase II	5	Phase III	1
FGFR3-D002583	4	Phase II	6	Launched	2
FGFR3-D003424	5	Phase III	6	Launched	1
FGFR3-D003865	4	Phase II	6	Launched	1
FGFR3-D004392	2	Preclinical	2	Preclinical	2
FGFR3-D004392	2	Preclinical	4	Phase II	1
FGFR3-D004392	3	Phase I	3	Phase I	1
FGFR3-D004392	4	Phase II	4	Phase II	1
FGFR3-D004392	4	Phase II	6	Launched	1
FGFR3-D004686	6	Launched	6	Launched	1
FGFR3-D004827	2	Preclinical	2	Preclinical	1
FGFR3-D004828	6	Launched	6	Launched	1
FGFR3-D004830	6	Launched	6	Launched	1
FGFR3-D004831	6	Launched	6	Launched	1
FGFR3-D004938	3	Phase I	6	Launched	1
FGFR3-D004938	4	Phase II	4	Phase II	1
FGFR3-D004938	4	Phase II	6	Launched	6
FGFR3-D004938	5	Phase III	6	Launched	1
FGFR3-D005185	4	Phase II	4	Phase II	1
FGFR3-D005185	4	Phase II	6	Launched	1
FGFR3-D005185	6	Launched	6	Launched	1
FGFR3-D005770	3	Phase I	6	Launched	1
FGFR3-D005909	4	Phase II	4	Phase II	1
FGFR3-D005909	4	Phase II	6	Launched	5
FGFR3-D006258	2	Preclinical	2	Preclinical	1
FGFR3-D006258	2	Preclinical	6	Launched	1
FGFR3-D006258	4	Phase II	6	Launched	2
FGFR3-D006258	5	Phase III	6	Launched	2
FGFR3-D007680	3	Phase I	3	Phase I	1
FGFR3-D007680	4	Phase II	4	Phase II	1
FGFR3-D007680	5	Phase III	6	Launched	1
FGFR3-D007680	6	Launched	6	Launched	3
FGFR3-D007890	5	Phase III	6	Launched	2
FGFR3-D007938	4	Phase II	4	Phase II	1
FGFR3-D008113	2	Preclinical	4	Phase II	1
FGFR3-D008113	3	Phase I	3	Phase I	2
FGFR3-D008113	3	Phase I	6	Launched	1
FGFR3-D008113	4	Phase II	4	Phase II	1
FGFR3-D008113	4	Phase II	5	Phase III	1
FGFR3-D008113	4	Phase II	6	Launched	4
FGFR3-D008113	6	Launched	6	Launched	1
FGFR3-D008175	4	Phase II	6	Launched	1
FGFR3-D008223	3	Phase I	4	Phase II	1
FGFR3-D008223	3	Phase I	6	Launched	3
FGFR3-D008223	4	Phase II	4	Phase II	1
FGFR3-D008415	6	Launched	6	Launched	1
FGFR3-D008527	4	Phase II	4	Phase II	1
FGFR3-D008527	4	Phase II	6	Launched	5
FGFR3-D008545	4	Phase II	4	Phase II	1
FGFR3-D008545	4	Phase II	5	Phase III	1
FGFR3-D008545	4	Phase II	6	Launched	3
FGFR3-D008545	5	Phase III	6	Launched	2
FGFR3-D008654	3	Phase I	6	Launched	1
FGFR3-D008654	4	Phase II	4	Phase II	1
FGFR3-D009101	2	Preclinical	2	Preclinical	1
FGFR3-D009101	2	Preclinical	4	Phase II	1
FGFR3-D009101	3	Phase I	3	Phase I	1
FGFR3-D009101	4	Phase II	4	Phase II	1
FGFR3-D009101	4	Phase II	6	Launched	3
FGFR3-D009101	5	Phase III	6	Launched	1
FGFR3-D009190	4	Phase II	4	Phase II	1
FGFR3-D009196	6	Launched	6	Launched	1
FGFR3-D009303	2	Preclinical	6	Launched	1
FGFR3-D009303	4	Phase II	5	Phase III	1
FGFR3-D009303	5	Phase III	6	Launched	1
FGFR3-D009369	2	Preclinical	2	Preclinical	11
FGFR3-D009369	3	Phase I	3	Phase I	12
FGFR3-D009369	3	Phase I	4	Phase II	2
FGFR3-D009369	4	Phase II	4	Phase II	7
FGFR3-D009369	4	Phase II	5	Phase III	2
FGFR3-D009369	4	Phase II	6	Launched	7
FGFR3-D009369	5	Phase III	6	Launched	1
FGFR3-D009369	6	Launched	6	Launched	1
FGFR3-D010051	3	Phase I	3	Phase I	1
FGFR3-D010051	4	Phase II	4	Phase II	1
FGFR3-D010051	4	Phase II	5	Phase III	1
FGFR3-D010051	4	Phase II	6	Launched	3
FGFR3-D010051	5	Phase III	6	Launched	1
FGFR3-D010051	6	Launched	6	Launched	1
FGFR3-D010190	2	Preclinical	6	Launched	1
FGFR3-D010190	3	Phase I	6	Launched	1
FGFR3-D010190	4	Phase II	6	Launched	1
FGFR3-D010190	6	Launched	6	Launched	1
FGFR3-D010300	4	Phase II	6	Launched	1
FGFR3-D010534	3	Phase I	6	Launched	1
FGFR3-D010534	4	Phase II	4	Phase II	1
FGFR3-D010534	4	Phase II	5	Phase III	1
FGFR3-D010534	4	Phase II	6	Launched	1
FGFR3-D010534	6	Launched	6	Launched	1
FGFR3-D011471	2	Preclinical	6	Launched	1
FGFR3-D011471	3	Phase I	3	Phase I	1
FGFR3-D011471	3	Phase I	4	Phase II	1
FGFR3-D011471	4	Phase II	5	Phase III	1
FGFR3-D011471	5	Phase III	6	Launched	1
FGFR3-D011565	3	Phase I	3	Phase I	1
FGFR3-D011565	3	Phase I	6	Launched	1
FGFR3-D012208	4	Phase II	6	Launched	1
FGFR3-D012509	3	Phase I	6	Launched	1
FGFR3-D012509	4	Phase II	4	Phase II	1
FGFR3-D012509	6	Launched	6	Launched	2
FGFR3-D012512	4	Phase II	6	Launched	1
FGFR3-D012516	2	Preclinical	6	Launched	1
FGFR3-D012516	4	Phase II	6	Launched	1
FGFR3-D013035	5	Phase III	5	Phase III	1
FGFR3-D013274	2	Preclinical	5	Phase III	1
FGFR3-D013274	3	Phase I	4	Phase II	1
FGFR3-D013274	4	Phase II	4	Phase II	2
FGFR3-D013274	4	Phase II	6	Launched	6
FGFR3-D013274	5	Phase III	6	Launched	2
FGFR3-D013494	4	Phase II	6	Launched	1
FGFR3-D013584	5	Phase III	6	Launched	2
FGFR3-D013683	4	Phase II	6	Launched	1
FGFR3-D013736	4	Phase II	5	Phase III	1
FGFR3-D013964	3	Phase I	3	Phase I	1
FGFR3-D013964	3	Phase I	6	Launched	1
FGFR3-D013964	4	Phase II	5	Phase III	1
FGFR3-D013964	6	Launched	6	Launched	2
FGFR3-D014523	4	Phase II	4	Phase II	1
FGFR3-D014523	4	Phase II	6	Launched	1
FGFR3-D014625	4	Phase II	5	Phase III	1
FGFR3-D015179	3	Phase I	6	Launched	1
FGFR3-D015179	4	Phase II	4	Phase II	1
FGFR3-D015179	4	Phase II	5	Phase III	1
FGFR3-D015179	5	Phase III	6	Launched	3
FGFR3-D015451	3	Phase I	4	Phase II	1
FGFR3-D015451	4	Phase II	4	Phase II	1
FGFR3-D015464	3	Phase I	3	Phase I	1
FGFR3-D015464	4	Phase II	4	Phase II	1
FGFR3-D015464	6	Launched	6	Launched	1
FGFR3-D015470	3	Phase I	6	Launched	1
FGFR3-D015470	4	Phase II	4	Phase II	1
FGFR3-D015470	6	Launched	6	Launched	1
FGFR3-D015595	3	Phase I	3	Phase I	1
FGFR3-D015595	5	Phase III	5	Phase III	1
FGFR3-D016399	5	Phase III	6	Launched	1
FGFR3-D016403	2	Preclinical	6	Launched	1
FGFR3-D016889	2	Preclinical	2	Preclinical	1
FGFR3-D016889	2	Preclinical	6	Launched	1
FGFR3-D016889	3	Phase I	3	Phase I	1
FGFR3-D016889	3	Phase I	6	Launched	1
FGFR3-D016889	4	Phase II	5	Phase III	1
FGFR3-D016889	4	Phase II	6	Launched	2
FGFR3-D016889	6	Launched	6	Launched	1
FGFR3-D018242	4	Phase II	6	Launched	1
FGFR3-D018307	4	Phase II	6	Launched	1
FGFR3-D018358	3	Phase I	6	Launched	1
FGFR3-D018358	4	Phase II	6	Launched	1
FGFR3-D019337	3	Phase I	6	Launched	1
FGFR3-D019337	4	Phase II	6	Launched	2
FGFR3-D020528	5	Phase III	6	Launched	1
FGFR3-D029424	2	Preclinical	6	Launched	1
FGFR3-D046152	3	Phase I	6	Launched	1
FGFR3-D046152	4	Phase II	6	Launched	3
FGFR3-D046152	6	Launched	6	Launched	1
FGFR3-D054198	3	Phase I	3	Phase I	1
FGFR3-D054198	4	Phase II	4	Phase II	1
FGFR3-D054198	6	Launched	6	Launched	1
FGFR3-D055752	2	Preclinical	6	Launched	1
FGFR3-D055752	5	Phase III	5	Phase III	1
FGFR3-D055752	6	Launched	6	Launched	1
FGFR3-D057135	2	Preclinical	2	Preclinical	1
FGFR4-D001650	2	Preclinical	2	Preclinical	1
FGFR4-D001650	2	Preclinical	3	Phase I	1
FGFR4-D001650	2	Preclinical	4	Phase II	1
FGFR4-D001650	3	Phase I	3	Phase I	2
FGFR4-D001650	4	Phase II	4	Phase II	1
FGFR4-D001650	4	Phase II	6	Launched	3
FGFR4-D001650	6	Launched	6	Launched	1
FGFR4-D001749	2	Preclinical	3	Phase I	1
FGFR4-D001749	3	Phase I	3	Phase I	1
FGFR4-D001749	4	Phase II	4	Phase II	1
FGFR4-D001749	4	Phase II	6	Launched	1
FGFR4-D001749	5	Phase III	5	Phase III	1
FGFR4-D001749	5	Phase III	6	Launched	1
FGFR4-D001749	6	Launched	6	Launched	1
FGFR4-D001859	2	Preclinical	6	Launched	1
FGFR4-D001932	4	Phase II	6	Launched	1
FGFR4-D001943	3	Phase I	4	Phase II	1
FGFR4-D001943	4	Phase II	6	Launched	2
FGFR4-D001943	5	Phase III	6	Launched	1
FGFR4-D002289	4	Phase II	6	Launched	1
FGFR4-D002289	5	Phase III	6	Launched	1
FGFR4-D002289	6	Launched	6	Launched	1
FGFR4-D002583	4	Phase II	6	Launched	1
FGFR4-D003248	4	Phase II	4	Phase II	1
FGFR4-D003922	3	Phase I	4	Phase II	1
FGFR4-D003924	4	Phase II	4	Phase II	1
FGFR4-D004938	4	Phase II	6	Launched	3
FGFR4-D004938	5	Phase III	6	Launched	1
FGFR4-D005185	4	Phase II	6	Launched	1
FGFR4-D005909	4	Phase II	6	Launched	1
FGFR4-D006258	5	Phase III	6	Launched	2
FGFR4-D007680	3	Phase I	3	Phase I	1
FGFR4-D007680	5	Phase III	6	Launched	1
FGFR4-D007680	6	Launched	6	Launched	1
FGFR4-D007890	5	Phase III	6	Launched	1
FGFR4-D008105	4	Phase II	4	Phase II	1
FGFR4-D008113	2	Preclinical	2	Preclinical	6
FGFR4-D008113	2	Preclinical	4	Phase II	1
FGFR4-D008113	3	Phase I	3	Phase I	9
FGFR4-D008113	4	Phase II	4	Phase II	2
FGFR4-D008113	4	Phase II	6	Launched	2
FGFR4-D008113	6	Launched	6	Launched	1
FGFR4-D008175	4	Phase II	6	Launched	1
FGFR4-D008223	3	Phase I	4	Phase II	1
FGFR4-D008223	3	Phase I	6	Launched	2
FGFR4-D008527	4	Phase II	6	Launched	1
FGFR4-D008545	4	Phase II	6	Launched	1
FGFR4-D008545	5	Phase III	6	Launched	1
FGFR4-D009303	5	Phase III	6	Launched	1
FGFR4-D009369	2	Preclinical	2	Preclinical	8
FGFR4-D009369	3	Phase I	3	Phase I	10
FGFR4-D009369	4	Phase II	4	Phase II	4
FGFR4-D009369	4	Phase II	5	Phase III	1
FGFR4-D009369	4	Phase II	6	Launched	4
FGFR4-D009369	6	Launched	6	Launched	1
FGFR4-D009765	4	Phase II	4	Phase II	1
FGFR4-D010051	4	Phase II	6	Launched	2
FGFR4-D010190	4	Phase II	6	Launched	1
FGFR4-D010534	4	Phase II	6	Launched	1
FGFR4-D011471	2	Preclinical	6	Launched	1
FGFR4-D011471	3	Phase I	4	Phase II	1
FGFR4-D012208	4	Phase II	6	Launched	1
FGFR4-D012509	3	Phase I	6	Launched	1
FGFR4-D012509	6	Launched	6	Launched	1
FGFR4-D012512	4	Phase II	6	Launched	1
FGFR4-D012516	4	Phase II	6	Launched	1
FGFR4-D013274	3	Phase I	4	Phase II	1
FGFR4-D013274	4	Phase II	6	Launched	2
FGFR4-D013274	5	Phase III	6	Launched	2
FGFR4-D013584	5	Phase III	6	Launched	1
FGFR4-D013964	3	Phase I	3	Phase I	1
FGFR4-D013964	6	Launched	6	Launched	2
FGFR4-D015179	5	Phase III	6	Launched	2
FGFR4-D015209	4	Phase II	4	Phase II	1
FGFR4-D015352	3	Phase I	3	Phase I	1
FGFR4-D015451	3	Phase I	4	Phase II	1
FGFR4-D015464	6	Launched	6	Launched	1
FGFR4-D015470	6	Launched	6	Launched	1
FGFR4-D016403	2	Preclinical	6	Launched	1
FGFR4-D016889	2	Preclinical	2	Preclinical	1
FGFR4-D016889	3	Phase I	3	Phase I	1
FGFR4-D016889	4	Phase II	6	Launched	1
FGFR4-D016889	6	Launched	6	Launched	1
FGFR4-D018242	4	Phase II	6	Launched	1
FGFR4-D018307	4	Phase II	6	Launched	1
FGFR4-D018358	4	Phase II	6	Launched	1
FGFR4-D019337	3	Phase I	6	Launched	1
FGFR4-D046152	4	Phase II	6	Launched	2
FGFR4-D054198	6	Launched	6	Launched	1
FGFR4-D055752	2	Preclinical	6	Launched	1
FGFR4-D055752	6	Launched	6	Launched	1
FGFR4-D065626	4	Phase II	4	Phase II	1
FGFRL1-D008180	2	Preclinical	2	Preclinical	1
FGFRL1-D009369	2	Preclinical	2	Preclinical	4
FGFRL1-D009369	3	Phase I	3	Phase I	1
FGFRL1-D010024	2	Preclinical	2	Preclinical	1
FGFRL1-D011471	2	Preclinical	2	Preclinical	1
FGG-D000347	2	Preclinical	2	Preclinical	1
FGG-D000347	3	Phase I	3	Phase I	1
FGG-D000347	6	Launched	6	Launched	2
FGG-D000627	2	Preclinical	2	Preclinical	1
FGG-D001778	2	Preclinical	2	Preclinical	1
FGG-D006470	2	Preclinical	2	Preclinical	3
FGG-D006470	5	Phase III	5	Phase III	1
FGG-D006470	5	Phase III	6	Launched	1
FGG-D006470	6	Launched	6	Launched	3
FGG-D007403	5	Phase III	5	Phase III	1
FGG-D008595	2	Preclinical	2	Preclinical	1
FGG-D008595	6	Launched	6	Launched	1
FGG-D009369	2	Preclinical	2	Preclinical	1
FGG-D013514	2	Preclinical	2	Preclinical	2
FGG-D013514	4	Phase II	4	Phase II	1
FGG-D013514	5	Phase III	5	Phase III	1
FGG-D013514	5	Phase III	6	Launched	1
FGG-D013514	6	Launched	6	Launched	4
FGG-D013921	2	Preclinical	2	Preclinical	2
FGG-D013927	2	Preclinical	2	Preclinical	1
FGG-D014945	6	Launched	6	Launched	2
FGG-D034381	4	Phase II	4	Phase II	1
FGG-D059352	5	Phase III	5	Phase III	1
FGL2-D006509	2	Preclinical	2	Preclinical	1
FGR-D001943	4	Phase II	4	Phase II	1
FGR-D008654	4	Phase II	4	Phase II	1
FGR-D009369	4	Phase II	4	Phase II	1
FGR-D010051	4	Phase II	4	Phase II	1
FGR-D015464	3	Phase I	4	Phase II	1
FGR-D015470	3	Phase I	4	Phase II	1
FGR-D016889	4	Phase II	4	Phase II	1
FGR-D054198	3	Phase I	4	Phase II	1
FIGNL2-D002056	2	Preclinical	2	Preclinical	1
FIGNL2-D002318	2	Preclinical	2	Preclinical	1
FIGNL2-D013119	2	Preclinical	2	Preclinical	1
FIGNL2-D014945	2	Preclinical	2	Preclinical	1
FIGNL2-D020196	2	Preclinical	2	Preclinical	1
FKBP1A-D001249	2	Preclinical	2	Preclinical	1
FKBP1A-D001327	2	Preclinical	2	Preclinical	1
FKBP1A-D003233	4	Phase II	4	Phase II	1
FKBP1A-D003233	6	Launched	6	Launched	1
FKBP1A-D003876	2	Preclinical	2	Preclinical	2
FKBP1A-D003876	3	Phase I	3	Phase I	1
FKBP1A-D003876	5	Phase III	5	Phase III	1
FKBP1A-D003876	6	Launched	6	Launched	1
FKBP1A-D004485	2	Preclinical	2	Preclinical	1
FKBP1A-D006086	2	Preclinical	2	Preclinical	4
FKBP1A-D006086	3	Phase I	3	Phase I	1
FKBP1A-D006086	4	Phase II	4	Phase II	1
FKBP1A-D006086	6	Launched	6	Launched	2
FKBP1A-D006505	4	Phase II	6	Launched	1
FKBP1A-D007154	2	Preclinical	2	Preclinical	2
FKBP1A-D007249	2	Preclinical	2	Preclinical	2
FKBP1A-D009422	2	Preclinical	2	Preclinical	1
FKBP1A-D010195	2	Preclinical	2	Preclinical	1
FKBP1A-D010195	2	Preclinical	3	Phase I	1
FKBP1A-D010300	2	Preclinical	2	Preclinical	1
FKBP1A-D011183	2	Preclinical	2	Preclinical	1
FKBP1A-D011565	2	Preclinical	2	Preclinical	4
FKBP1A-D011565	2	Preclinical	3	Phase I	1
FKBP1A-D014526	2	Preclinical	2	Preclinical	1
FKBP1A-D014526	4	Phase II	4	Phase II	1
FKBP1A-D015212	2	Preclinical	2	Preclinical	1
FKBP1A-D015352	2	Preclinical	4	Phase II	1
FKBP1A-D015352	6	Launched	6	Launched	1
FKBP1A-D017676	2	Preclinical	2	Preclinical	1
FKBP1A-D023903	2	Preclinical	2	Preclinical	1
FKBP1A-D051799	3	Phase I	3	Phase I	1
FKBP1A-D053201	2	Preclinical	4	Phase II	1
FKBP1A-D058186	2	Preclinical	3	Phase I	1
FKBP4-D001943	2	Preclinical	2	Preclinical	1
FKBP4-D002545	3	Phase I	3	Phase I	1
