ti_uid	gene	indication_mesh_id	indication_mesh_term
SRD5A2-D011470	SRD5A2	D011470	Prostatic Hyperplasia
SRD5A2-D011471	SRD5A2	D011471	Prostatic Neoplasms
SSTR2-D000172	SSTR2	D000172	Acromegaly
SSTR2-D047748	SSTR2	D047748	Pituitary ACTH Hypersecretion
SYK-D016553	SYK	D016553	Purpura, Thrombocytopenic, Idiopathic
TACR1-D001008	TACR1	D001008	Anxiety Disorders
TACR1-D003863	TACR1	D003863	Depression
TACR1-D009325	TACR1	D009325	Nausea
TACR1-D014839	TACR1	D014839	Vomiting
TACR1-D020250	TACR1	D020250	Postoperative Nausea and Vomiting
TACR3-D008593	TACR3	D008593	Menopause
TACSTD2-D001749	TACSTD2	D001749	Urinary Bladder Neoplasms
TACSTD2-D001943	TACSTD2	D001943	Breast Neoplasms
TBXA2R-D001249	TBXA2R	D001249	Asthma
TBXA2R-D012221	TBXA2R	D012221	Rhinitis, Allergic, Perennial
TBXAS1-D003929	TBXAS1	D003929	Diabetic Neuropathies
TBXAS1-D004485	TBXAS1	D004485	Eczema
TBXAS1-D007249	TBXAS1	D007249	Inflammation
TBXAS1-D011565	TBXAS1	D011565	Psoriasis
TEK-D007680	TEK	D007680	Kidney Neoplasms
TEK-D008113	TEK	D008113	Liver Neoplasms
TEK-D013964	TEK	D013964	Thyroid Neoplasms
TEK-D015464	TEK	D015464	Leukemia, Myelogenous, Chronic, BCR-ABL Positive
TEK-D015470	TEK	D015470	Leukemia, Myeloid, Acute
TEK-D054198	TEK	D054198	Precursor Cell Lymphoblastic Leukemia-Lymphoma
TGFB1-D001172	TGFB1	D001172	Arthritis, Rheumatoid
TGFB1-D005334	TGFB1	D005334	Fever
TGFB1-D007249	TGFB1	D007249	Inflammation
TGFB1-D010003	TGFB1	D010003	Osteoarthritis
TGFB1-D012038	TGFB1	D012038	Regeneration
TGFB1-D013123	TGFB1	D013123	Spinal Fusion
TGFB1-D054990	TGFB1	D054990	Idiopathic Pulmonary Fibrosis
TH-D000310	TH	D000310	Adrenal Gland Neoplasms
TLR3-D001943	TLR3	D001943	Breast Neoplasms
TLR3-D008113	TLR3	D008113	Liver Neoplasms
TLR3-D008175	TLR3	D008175	Lung Neoplasms
TLR3-D013274	TLR3	D013274	Stomach Neoplasms
TLR3-D015179	TLR3	D015179	Colorectal Neoplasms
TLR4-D006509	TLR4	D006509	Hepatitis B
TLR5-D011832	TLR5	D011832	Radiation Injuries
TLR9-D000086382	TLR9	D000086382	COVID-19
TLR9-D019449	TLR9	D019449	Pouchitis
TNF-D001171	TNF	D001171	Arthritis, Juvenile
TNF-D001172	TNF	D001172	Arthritis, Rheumatoid
TNF-D001528	TNF	D001528	Behcet Syndrome
TNF-D003093	TNF	D003093	Colitis, Ulcerative
TNF-D003424	TNF	D003424	Crohn Disease
TNF-D007057	TNF	D007057	Ichthyosis
TNF-D007249	TNF	D007249	Inflammation
TNF-D009080	TNF	D009080	Mucocutaneous Lymph Node Syndrome
TNF-D011565	TNF	D011565	Psoriasis
TNF-D012003	TNF	D012003	Rectal Fistula
TNF-D012628	TNF	D012628	Dermatitis, Seborrheic
TNF-D013167	TNF	D013167	Spondylitis, Ankylosing
TNF-D014605	TNF	D014605	Uveitis
TNF-D015212	TNF	D015212	Inflammatory Bowel Diseases
TNF-D015535	TNF	D015535	Arthritis, Psoriatic
TNF-D017497	TNF	D017497	Hidradenitis Suppurativa
TNF-D017511	TNF	D017511	Pyoderma Gangrenosum
TNFRSF17-D009101	TNFRSF17	D009101	Multiple Myeloma
TNFRSF1A-D001943	TNFRSF1A	D001943	Breast Neoplasms
TNFRSF1A-D054990	TNFRSF1A	D054990	Idiopathic Pulmonary Fibrosis
TNFRSF8-D006689	TNFRSF8	D006689	Hodgkin Disease
TNFRSF8-D016410	TNFRSF8	D016410	Lymphoma, T-Cell, Cutaneous
TNFRSF8-D016411	TNFRSF8	D016411	Lymphoma, T-Cell, Peripheral
TNFRSF8-D017728	TNFRSF8	D017728	Lymphoma, Large-Cell, Anaplastic
TNFSF13-D008180	TNFSF13	D008180	Lupus Erythematosus, Systemic
TNFSF13B-D008180	TNFSF13B	D008180	Lupus Erythematosus, Systemic
TNFSF13B-D008181	TNFSF13B	D008181	Lupus Nephritis
TNNC1-D006333	TNNC1	D006333	Heart Failure
TOP1-D001749	TOP1	D001749	Urinary Bladder Neoplasms
TOP1-D001943	TOP1	D001943	Breast Neoplasms
TOP1-D010051	TOP1	D010051	Ovarian Neoplasms
TOP1-D010190	TOP1	D010190	Pancreatic Neoplasms
TOP1-D013274	TOP1	D013274	Stomach Neoplasms
TOP1-D055752	TOP1	D055752	Small Cell Lung Carcinoma
TOP2A-D001424	TOP2A	D001424	Bacterial Infections
TOP2A-D001943	TOP2A	D001943	Breast Neoplasms
TOP2A-D006258	TOP2A	D006258	Head and Neck Neoplasms
TOP2A-D006689	TOP2A	D006689	Hodgkin Disease
TOP2A-D007938	TOP2A	D007938	Leukemia
TOP2A-D008228	TOP2A	D008228	Lymphoma, Non-Hodgkin
TOP2A-D009101	TOP2A	D009101	Multiple Myeloma
TOP2A-D009369	TOP2A	D009369	Neoplasms
TOP2A-D009396	TOP2A	D009396	Wilms Tumor
TOP2A-D009447	TOP2A	D009447	Neuroblastoma
TOP2A-D010051	TOP2A	D010051	Ovarian Neoplasms
TOP2A-D011014	TOP2A	D011014	Pneumonia
TOP2A-D011183	TOP2A	D011183	Postoperative Complications
TOP2A-D011471	TOP2A	D011471	Prostatic Neoplasms
TOP2A-D012208	TOP2A	D012208	Rhabdomyosarcoma
TOP2A-D012509	TOP2A	D012509	Sarcoma
TOP2A-D012512	TOP2A	D012512	Sarcoma, Ewing
TOP2A-D012514	TOP2A	D012514	Sarcoma, Kaposi
TOP2A-D012516	TOP2A	D012516	Osteosarcoma
TOP2A-D013274	TOP2A	D013274	Stomach Neoplasms
TOP2A-D013964	TOP2A	D013964	Thyroid Neoplasms
TOP2A-D014552	TOP2A	D014552	Urinary Tract Infections
TOP2A-D015451	TOP2A	D015451	Leukemia, Lymphocytic, Chronic, B-Cell
TOP2A-D015470	TOP2A	D015470	Leukemia, Myeloid, Acute
TOP2A-D016411	TOP2A	D016411	Lymphoma, T-Cell, Peripheral
TOP2A-D016889	TOP2A	D016889	Endometrial Neoplasms
TOP2A-D054198	TOP2A	D054198	Precursor Cell Lymphoblastic Leukemia-Lymphoma
TP53-D001172	TP53	D001172	Arthritis, Rheumatoid
TP53-D001749	TP53	D001749	Urinary Bladder Neoplasms
TP53-D001932	TP53	D001932	Brain Neoplasms
TP53-D001943	TP53	D001943	Breast Neoplasms
TP53-D002289	TP53	D002289	Carcinoma, Non-Small-Cell Lung
TP53-D004938	TP53	D004938	Esophageal Neoplasms
TP53-D005909	TP53	D005909	Glioblastoma
TP53-D006258	TP53	D006258	Head and Neck Neoplasms
TP53-D008527	TP53	D008527	Medulloblastoma
TP53-D009062	TP53	D009062	Mouth Neoplasms
TP53-D010051	TP53	D010051	Ovarian Neoplasms
TP53-D011471	TP53	D011471	Prostatic Neoplasms
TPH1-D008303	TPH1	D008303	Malignant Carcinoid Syndrome
TPP1-D009472	TPP1	D009472	Neuronal Ceroid-Lipofuscinoses
TRHR-D020754	TRHR	D020754	Spinocerebellar Ataxias
TRPA1-D003248	TRPA1	D003248	Constipation
TRPA1-D012595	TRPA1	D012595	Scleroderma, Systemic
TRPA1-D045743	TRPA1	D045743	Scleroderma, Diffuse
TRPA1-D045745	TRPA1	D045745	Scleroderma, Limited
TRPV1-D003929	TRPV1	D003929	Diabetic Neuropathies
TRPV1-D004827	TRPV1	D004827	Epilepsy
TRPV1-D004831	TRPV1	D004831	Epilepsies, Myoclonic
TRPV1-D009437	TRPV1	D009437	Neuralgia
TRPV1-D014402	TRPV1	D014402	Tuberous Sclerosis
TRPV1-D051474	TRPV1	D051474	Neuralgia, Postherpetic
TRPV1-D059226	TRPV1	D059226	Nociceptive Pain
TRPV1-D059352	TRPV1	D059352	Musculoskeletal Pain
TRPV1-D065768	TRPV1	D065768	Lennox Gastaut Syndrome
TSHR-D007037	TSHR	D007037	Hypothyroidism
TSHR-D013964	TSHR	D013964	Thyroid Neoplasms
TSLP-D001249	TSLP	D001249	Asthma
TTR-D000686	TTR	D000686	Amyloidosis
TTR-D028227	TTR	D028227	Amyloid Neuropathies, Familial
TUBB-D001943	TUBB	D001943	Breast Neoplasms
TUBB-D002289	TUBB	D002289	Carcinoma, Non-Small-Cell Lung
TUBB-D004938	TUBB	D004938	Esophageal Neoplasms
TUBB-D005185	TUBB	D005185	Fallopian Tube Neoplasms
TUBB-D006258	TUBB	D006258	Head and Neck Neoplasms
TUBB-D008175	TUBB	D008175	Lung Neoplasms
TUBB-D009369	TUBB	D009369	Neoplasms
TUBB-D010051	TUBB	D010051	Ovarian Neoplasms
TUBB-D010190	TUBB	D010190	Pancreatic Neoplasms
TUBB-D010534	TUBB	D010534	Peritoneal Neoplasms
TUBB-D011471	TUBB	D011471	Prostatic Neoplasms
TUBB-D013274	TUBB	D013274	Stomach Neoplasms
TUBB-D023903	TUBB	D023903	Coronary Restenosis
TUBB-D055752	TUBB	D055752	Small Cell Lung Carcinoma
TYK2-D003876	TYK2	D003876	Dermatitis, Atopic
TYK2-D011565	TYK2	D011565	Psoriasis
TYMS-D001171	TYMS	D001171	Arthritis, Juvenile
TYMS-D001172	TYMS	D001172	Arthritis, Rheumatoid
TYMS-D001650	TYMS	D001650	Bile Duct Neoplasms
TYMS-D001749	TYMS	D001749	Urinary Bladder Neoplasms
TYMS-D001943	TYMS	D001943	Breast Neoplasms
TYMS-D002289	TYMS	D002289	Carcinoma, Non-Small-Cell Lung
TYMS-D004938	TYMS	D004938	Esophageal Neoplasms
TYMS-D005770	TYMS	D005770	Gastrointestinal Neoplasms
TYMS-D006258	TYMS	D006258	Head and Neck Neoplasms
TYMS-D008654	TYMS	D008654	Mesothelioma
TYMS-D010190	TYMS	D010190	Pancreatic Neoplasms
TYMS-D013274	TYMS	D013274	Stomach Neoplasms
TYMS-D015179	TYMS	D015179	Colorectal Neoplasms
TYMS-D015535	TYMS	D015535	Arthritis, Psoriatic
TYMS-D054198	TYMS	D054198	Precursor Cell Lymphoblastic Leukemia-Lymphoma
TYMS-D055623	TYMS	D055623	Keratosis, Actinic
TYR-D012871	TYR	D012871	Skin Diseases
UGCG-D005776	UGCG	D005776	Gaucher Disease
UGCG-D009542	UGCG	D009542	Niemann-Pick Diseases
VDR-D006961	VDR	D006961	Hyperparathyroidism
VDR-D006962	VDR	D006962	Hyperparathyroidism, Secondary
VDR-D007676	VDR	D007676	Kidney Failure, Chronic
VDR-D010024	VDR	D010024	Osteoporosis
VDR-D011565	VDR	D011565	Psoriasis
VDR-D012080	VDR	D012080	Chronic Kidney Disease-Mineral and Bone Disorder
VDR-D014808	VDR	D014808	Vitamin D Deficiency
VEGFA-D001932	VEGFA	D001932	Brain Neoplasms
VEGFA-D001943	VEGFA	D001943	Breast Neoplasms
VEGFA-D002289	VEGFA	D002289	Carcinoma, Non-Small-Cell Lung
VEGFA-D002583	VEGFA	D002583	Uterine Cervical Neoplasms
VEGFA-D003930	VEGFA	D003930	Diabetic Retinopathy
VEGFA-D004686	VEGFA	D004686	Encephalomyocarditis virus
VEGFA-D005185	VEGFA	D005185	Fallopian Tube Neoplasms
VEGFA-D005909	VEGFA	D005909	Glioblastoma
VEGFA-D007511	VEGFA	D007511	Ischemia
VEGFA-D007680	VEGFA	D007680	Kidney Neoplasms
VEGFA-D007946	VEGFA	D007946	Leukemia, Mast-Cell
VEGFA-D008113	VEGFA	D008113	Liver Neoplasms
VEGFA-D008269	VEGFA	D008269	Macular Edema
VEGFA-D008415	VEGFA	D008415	Mastocytosis
VEGFA-D008527	VEGFA	D008527	Medulloblastoma
VEGFA-D009216	VEGFA	D009216	Myopia
VEGFA-D010051	VEGFA	D010051	Ovarian Neoplasms
VEGFA-D010534	VEGFA	D010534	Peritoneal Neoplasms
VEGFA-D012170	VEGFA	D012170	Retinal Vein Occlusion
VEGFA-D012178	VEGFA	D012178	Retinopathy of Prematurity
VEGFA-D015179	VEGFA	D015179	Colorectal Neoplasms
VEGFA-D015470	VEGFA	D015470	Leukemia, Myeloid, Acute
VEGFA-D016491	VEGFA	D016491	Peripheral Vascular Diseases
VEGFA-D057135	VEGFA	D057135	Wet Macular Degeneration
VIPR1-D000086382	VIPR1	D000086382	COVID-19
VIPR1-D012128	VIPR1	D012128	Respiratory Distress Syndrome
VWF-D006467	VWF	D006467	Hemophilia A
VWF-D011697	VWF	D011697	Purpura, Thrombotic Thrombocytopenic
VWF-D013514	VWF	D013514	Surgical Procedures, Operative
VWF-D014842	VWF	D014842	von Willebrand Diseases
XDH-D006073	XDH	D006073	Gout
XPO1-D009101	XPO1	D009101	Multiple Myeloma
XPO1-D016403	XPO1	D016403	Lymphoma, Large B-Cell, Diffuse
YES1-D015464	YES1	D015464	Leukemia, Myelogenous, Chronic, BCR-ABL Positive
YES1-D054198	YES1	D054198	Precursor Cell Lymphoblastic Leukemia-Lymphoma
